;C4TC;C5TC;PMX;S10TC;S6TC;C4TC_5TC;SMX;CSZ
07/04/2008;132048;;60801;;49441;132048;;49441
08/04/2008;131754;;61288;;49333;131754;;49333
09/04/2008;130568;;62184;;49215;130568;;49215
10/04/2008;131582;;63315;;48781;131582;;48781
11/04/2008;132870;;64105;;48768;132870;;48768
14/04/2008;133881;;65031;;48985;133881;;48985
15/04/2008;132517;;65682;;49201;132517;;49201
16/04/2008;130681;;66716;;49658;130681;;49658
17/04/2008;131614;;67741;;50161;131614;;50161
18/04/2008;135080;;69236;;50880;135080;;50880
21/04/2008;138345;;70092;;51592;138345;;51592
22/04/2008;142734;;71470;;52589;142734;;52589
23/04/2008;150940;;73673;;53784;150940;;53784
24/04/2008;162556;;74693;;55164;162556;;55164
25/04/2008;166176;;74723;;56458;166176;;56458
28/04/2008;166401;;74200;;56978;166401;;56978
29/04/2008;166355;;72827;;56944;166355;;56944
30/04/2008;170665;;72097;;56927;170665;;56927
01/05/2008;173658;;72471;;56914;173658;;56914
02/05/2008;178052;;73254;;57256;178052;;57256
06/05/2008;183124;;76010;;58126;183124;;58126
07/05/2008;187737;;77861;;59217;187737;;59217
08/05/2008;188195;;78740;;60352;188195;;60352
09/05/2008;186393;;78693;;61147;186393;;61147
12/05/2008;184950;;78165;;61524;184950;;61524
13/05/2008;189024;;77927;;62716;189024;;62716
14/05/2008;196134;;79817;;64036;196134;;64036
15/05/2008;203520;;84637;;65371;203520;;65371
16/05/2008;211640;;88398;;66847;211640;;66847
19/05/2008;215827;;91055;;68214;215827;;68214
20/05/2008;216504;;91710;;69441;216504;;69441
21/05/2008;216377;;90296;;70152;216377;;70152
22/05/2008;214729;;87247;;70507;214729;;70507
23/05/2008;212854;;83518;;70486;212854;;70486
27/05/2008;210910;;80542;;69759;210910;;69759
28/05/2008;212486;;79645;;68738;212486;;68738
29/05/2008;217839;;79545;;67843;217839;;67843
30/05/2008;222757;;79755;;66974;222757;;66974
02/06/2008;225186;;79797;;66057;225186;;66057
03/06/2008;227689;;79837;;65596;227689;;65596
04/06/2008;231593;;80283;;65747;231593;;65747
05/06/2008;233988;;80444;;65948;233988;;65948
06/06/2008;230818;;80189;;66295;230818;;66295
09/06/2008;228092;;79728;;66395;228092;;66395
10/06/2008;223816;;79255;;66675;223816;;66675
11/06/2008;213176;;78027;;66759;213176;;66759
12/06/2008;180237;;75258;;66794;180237;;66794
13/06/2008;164920;;72228;;66581;164920;;66581
16/06/2008;159200;;69981;;66282;159200;;66282
17/06/2008;161599;;68060;;65807;161599;;65807
18/06/2008;165154;;67797;;64867;165154;;64867
19/06/2008;165080;;68941;;65123;165080;;65123
20/06/2008;161551;;70341;;65204;161551;;65204
23/06/2008;152984;;71114;;64855;152984;;64855
24/06/2008;149691;;71974;;64071;149691;;64071
25/06/2008;152714;;74456;;62727;152714;;62727
26/06/2008;158979;;76910;;61959;158979;;61959
27/06/2008;162552;;77917;;61458;162552;;61458
30/06/2008;163233;;77671;;61094;163233;;61094
01/07/2008;157323;;76393;;60746;157323;;60746
02/07/2008;152093;;73937;;60215;152093;;60215
03/07/2008;146609;;72308;;59605;146609;;59605
04/07/2008;145579;;71838;;59058;145579;;59058
07/07/2008;149179;;72529;;58509;149179;;58509
08/07/2008;153936;;74355;;58106;153936;;58106
09/07/2008;156723;;76067;;57781;156723;;57781
10/07/2008;157414;;76940;;57723;157414;;57723
11/07/2008;155324;;77028;;57683;155324;;57683
14/07/2008;155112;;76645;;57470;155112;;57470
15/07/2008;155519;;75421;;57237;155519;;57237
16/07/2008;154834;;73822;;56998;154834;;56998
17/07/2008;155645;;72238;;56707;155645;;56707
18/07/2008;156494;;70686;;56376;156494;;56376
21/07/2008;156591;;69666;;55972;156591;;55972
22/07/2008;156841;;68040;;55607;156841;;55607
23/07/2008;157974;;65984;;55225;157974;;55225
24/07/2008;157991;;64049;;54639;157991;;54639
25/07/2008;155914;;62323;;53898;155914;;53898
28/07/2008;152725;;61435;;53235;152725;;53235
29/07/2008;151155;;60496;;52533;151155;;52533
30/07/2008;150269;;60466;;51793;150269;;51793
31/07/2008;149394;;60419;;51206;149394;;51206
01/08/2008;148426;;60033;;50474;148426;;50474
04/08/2008;146845;;59504;;49971;146845;;49971
05/08/2008;144508;;58597;;48995;144508;;48995
06/08/2008;138577;;56897;;48156;138577;;48156
07/08/2008;128260;;54966;;47167;128260;;47167
08/08/2008;117343;;53167;;46535;117343;;46535
11/08/2008;115220;;51249;;45893;115220;;45893
12/08/2008;116743;;49653;;45040;116743;;45040
13/08/2008;123959;;48959;;44195;123959;;44195
14/08/2008;135606;;50172;;43919;135606;;43919
15/08/2008;140000;;51224;;43891;140000;;43891
18/08/2008;141304;;51910;;44217;141304;;44217
19/08/2008;137461;;51927;;44838;137461;;44838
20/08/2008;130302;;50825;;45692;130302;;45692
21/08/2008;125501;;49558;;45923;125501;;45923
22/08/2008;124913;;48781;;45870;124913;;45870
26/08/2008;124522;;48218;;45789;124522;;45789
27/08/2008;123092;;47935;;45475;123092;;45475
28/08/2008;119918;;47710;;44872;119918;;44872
29/08/2008;116228;;48029;;43802;116228;;43802
01/09/2008;112502;;48161;;42765;112502;;42765
02/09/2008;104951;;48217;;41519;104951;;41519
03/09/2008;94025;;48104;;39972;94025;;39972
04/09/2008;85862;;47670;;37978;85862;;37978
05/09/2008;81362;;46872;;36340;81362;;36340
08/09/2008;78853;;45386;;35144;78853;;35144
09/09/2008;75399;;42849;;33777;75399;;33777
10/09/2008;71478;;40337;;33042;71478;;33042
11/09/2008;68409;;39036;;32726;68409;;32726
12/09/2008;65656;;38555;;32687;65656;;32687
15/09/2008;64761;;38007;;32434;64761;;32434
16/09/2008;66038;;37911;;32270;66038;;32270
17/09/2008;67554;;39864;;32178;67554;;32178
18/09/2008;68415;;42414;;32280;68415;;32280
19/09/2008;67581;;43453;;32437;67581;;32437
22/09/2008;66052;;43697;;32545;66052;;32545
23/09/2008;62105;;42119;;32446;62105;;32446
24/09/2008;56724;;38795;;32064;56724;;32064
25/09/2008;52616;;33680;;31494;52616;;31494
26/09/2008;46162;;28025;;30585;46162;;30585
29/09/2008;43729;;23961;;29816;43729;;29816
30/09/2008;41159;;19294;;28532;41159;;28532
01/10/2008;38897;;17035;;27179;38897;;27179
02/10/2008;39407;;17493;;25664;39407;;25664
03/10/2008;40295;;18482;;24723;40295;;24723
06/10/2008;40955;;18848;;23799;40955;;23799
07/10/2008;40306;;18733;;22241;40306;;22241
08/10/2008;37722;;17784;;20776;37722;;20776
09/10/2008;30678;;16425;;19283;30678;;19283
10/10/2008;25316;;14585;;17164;25316;;17164
13/10/2008;21398;;12782;;15294;21398;;15294
14/10/2008;18400;;11623;;14167;18400;;14167
15/10/2008;13070;;10549;;13531;13070;;13531
16/10/2008;11580;;9538;;13109;11580;;13109
17/10/2008;10867;;8928;;12611;10867;;12611
20/10/2008;9944;;8442;;11965;9944;;11965
21/10/2008;9359;;8226;;11287;9359;;11287
22/10/2008;9055;;8010;;10192;9055;;10192
23/10/2008;8664;;7751;;9216;8664;;9216
24/10/2008;8495;;7385;;8544;8495;;8544
27/10/2008;8042;;6981;;8027;8042;;8027
28/10/2008;7340;;6413;;7335;7340;;7335
29/10/2008;6747;;5883;;6850;6747;;6850
30/10/2008;6365;;5572;;6452;6365;;6452
31/10/2008;5982;;5418;;6093;5982;;6093
03/11/2008;5716;;5304;;5848;5716;;5848
04/11/2008;5611;;5446;;5555;5611;;5555
05/11/2008;5492;;6209;;5349;5492;;5349
06/11/2008;5293;;6690;;5443;5293;;5443
07/11/2008;4793;;6732;;5543;4793;;5543
10/11/2008;4508;;6703;;5551;4508;;5551
11/11/2008;4193;;6912;;5580;4193;;5580
12/11/2008;3997;;7228;;5609;3997;;5609
13/11/2008;3966;;7555;;5673;3966;;5673
14/11/2008;3793;;7687;;5810;3793;;5810
17/11/2008;3670;;8064;;5974;3670;;5974
18/11/2008;3667;;8172;;6156;3667;;6156
19/11/2008;3691;;7907;;6332;3691;;6332
20/11/2008;3612;;7496;;6512;3612;;6512
21/11/2008;3499;;7164;;6628;3499;;6628
24/11/2008;3421;;6856;;6692;3421;;6692
25/11/2008;3229;;6494;;6705;3229;;6705
26/11/2008;2773;;5809;;6659;2773;;6659
27/11/2008;2548;;5271;;6609;2548;;6609
28/11/2008;2425;;5021;;6500;2425;;6500
01/12/2008;2364;;4759;;6381;2364;;6381
02/12/2008;2316;;4499;;6244;2316;;6244
03/12/2008;2320;;4338;;6050;2320;;6050
04/12/2008;2448;;4227;;5899;2448;;5899
05/12/2008;2763;;4058;;5726;2763;;5726
08/12/2008;3553;;3875;;5575;3553;;5575
09/12/2008;4214;;3748;;5464;4214;;5464
10/12/2008;5029;;3619;;5342;5029;;5342
11/12/2008;6029;;3555;;5202;6029;;5202
12/12/2008;8261;;3537;;5125;8261;;5125
15/12/2008;9740;;3617;;5081;9740;;5081
16/12/2008;10478;;3860;;5032;10478;;5032
17/12/2008;10537;;4124;;4978;10537;;4978
18/12/2008;10197;;4355;;4857;10197;;4857
19/12/2008;9686;;4609;;4745;9686;;4745
22/12/2008;9198;;4674;;4626;9198;;4626
23/12/2008;8952;;4581;;4496;8952;;4496
24/12/2008;8889;;4476;;4405;8889;;4405
02/01/2009;8997;;4326;;4295;8997;;4295
05/01/2009;9234;;4201;;4211;9234;;4211
06/01/2009;9406;;4197;;4135;9406;;4135
07/01/2009;9856;;4255;;4082;9856;;4082
08/01/2009;11037;;4235;;4065;11037;;4065
09/01/2009;13274;;4248;;4116;13274;;4116
12/01/2009;14130;;4212;;4156;14130;;4156
13/01/2009;15235;;4136;;4208;15235;;4208
14/01/2009;15684;;4084;;4274;15684;;4274
15/01/2009;15386;;3995;;4321;15386;;4321
16/01/2009;14380;;3946;;4374;14380;;4374
19/01/2009;13744;;3917;;4431;13744;;4431
20/01/2009;13805;;3932;;4468;13805;;4468
21/01/2009;14933;;4010;;4522;14933;;4522
22/01/2009;16671;;4089;;4562;16671;;4562
23/01/2009;17894;;4234;;4627;17894;;4627
26/01/2009;18102;;4482;;4667;18102;;4667
27/01/2009;17927;;4692;;4811;17927;;4811
28/01/2009;17546;;5055;;4944;17546;;4944
29/01/2009;17270;;5743;;5105;17270;;5105
30/01/2009;17410;;6357;;5357;17410;;5357
02/02/2009;17696;;6730;;5577;17696;;5577
03/02/2009;18606;;7047;;5814;18606;;5814
04/02/2009;21810;;8005;;7121;21810;;7121
05/02/2009;26495;;9040;;8190;26495;;8190
06/02/2009;30001;;10036;;8928;30001;;8928
09/02/2009;34101;;11019;;9913;34101;;9913
10/02/2009;37610;;12182;;10719;37610;;10719
11/02/2009;39538;;12168;;11385;39538;;11385
12/02/2009;36344;;11897;;12008;36344;;12008
13/02/2009;33427;;11207;;12443;33427;;12443
16/02/2009;31370;;10688;;12642;31370;;12642
17/02/2009;33635;;10442;;12685;33635;;12685
18/02/2009;36815;;10815;;12875;36815;;12875
19/02/2009;38741;;11073;;13292;38741;;13292
20/02/2009;39401;;11504;;13597;39401;;13597
23/02/2009;38006;;11716;;13856;38006;;13856
24/02/2009;34284;;11679;;14086;34284;;14086
25/02/2009;31568;;11743;;14483;31568;;14483
26/02/2009;30049;;11924;;15415;30049;;15415
27/02/2009;30079;;12329;;15985;30079;;15985
02/03/2009;29559;;13008;;16408;29559;;16408
03/03/2009;28796;;13774;;16573;28796;;16573
04/03/2009;28392;;15230;;16762;28392;;16762
05/03/2009;28402;;16793;;17286;28402;;17286
06/03/2009;28485;;17866;;17653;28485;;17653
09/03/2009;28382;;18562;;17908;28382;;17908
10/03/2009;28083;;19387;;18064;28083;;18064
11/03/2009;26896;;19255;;18139;26896;;18139
12/03/2009;25232;;18326;;18060;25232;;18060
13/03/2009;23534;;17293;;17882;23534;;17882
16/03/2009;22422;;16374;;17713;22422;;17713
17/03/2009;20912;;15198;;17489;20912;;17489
18/03/2009;19702;;13293;;17065;19702;;17065
19/03/2009;19638;;12071;;16547;19638;;16547
20/03/2009;19997;;11804;;16109;19997;;16109
23/03/2009;20197;;11917;;15608;20197;;15608
24/03/2009;19909;;12223;;15030;19909;;15030
25/03/2009;19535;;12366;;14614;19535;;14614
26/03/2009;19034;;12262;;14271;19034;;14271
27/03/2009;18464;;11950;;13987;18464;;13987
30/03/2009;18258;;11481;;13732;18258;;13732
31/03/2009;18062;;11001;;13471;18062;;13471
01/04/2009;17812;;10354;;13255;17812;;13255
02/04/2009;17453;;9881;;13072;17453;;13072
03/04/2009;17107;;9504;;12924;17107;;12924
06/04/2009;17081;;9162;;12754;17081;;12754
07/04/2009;17195;;8879;;12374;17195;;12374
08/04/2009;17497;;8931;;12122;17497;;12122
09/04/2009;17986;;9167;;12057;17986;;12057
14/04/2009;18035;;9494;;12107;18035;;12107
15/04/2009;18492;;10265;;12185;18492;;12185
16/04/2009;19151;;11331;;12579;19151;;12579
17/04/2009;19889;;12490;;12976;19889;;12976
20/04/2009;20772;;12955;;13376;20772;;13376
21/04/2009;22178;;13400;;13672;22178;;13672
22/04/2009;23415;;14054;;14121;23415;;14121
23/04/2009;23954;;14036;;14600;23954;;14600
24/04/2009;23451;;13386;;15006;23451;;15006
27/04/2009;22859;;12684;;15191;22859;;15191
28/04/2009;21925;;12040;;15135;21925;;15135
29/04/2009;21681;;11808;;15040;21681;;15040
30/04/2009;21707;;12225;;14926;21707;;14926
01/05/2009;22094;;12487;;14957;22094;;14957
05/05/2009;23744;;13658;;14952;23744;;14952
06/05/2009;27461;;15194;;15144;27461;;15144
07/05/2009;29247;;16688;;15651;29247;;15651
08/05/2009;28390;;17162;;16411;28390;;16411
11/05/2009;27705;;17177;;16844;27705;;16844
12/05/2009;28527;;17264;;17137;28527;;17137
13/05/2009;29988;;17807;;17512;29988;;17512
14/05/2009;31696;;18887;;17886;31696;;17886
15/05/2009;33922;;19783;;18344;33922;;18344
18/05/2009;35369;;20121;;18679;35369;;18679
19/05/2009;36113;;20239;;19176;36113;;19176
20/05/2009;37513;;19707;;19380;37513;;19380
21/05/2009;40306;;19009;;19390;40306;;19390
22/05/2009;45005;;18379;;19210;45005;;19210
26/05/2009;50481;;18997;;19139;50481;;19139
27/05/2009;56698;;20934;;19083;56698;;19083
28/05/2009;60236;;22155;;19155;60236;;19155
29/05/2009;67729;;23242;;19144;67729;;19144
01/06/2009;73122;;24801;;19188;73122;;19188
02/06/2009;87237;;26706;;19266;87237;;19266
03/06/2009;93197;;28110;;19470;93197;;19470
04/06/2009;85647;;27514;;19409;85647;;19409
05/06/2009;76396;;26077;;19152;76396;;19152
08/06/2009;72252;;24271;;18866;72252;;18866
09/06/2009;70630;;22234;;18622;70630;;18622
10/06/2009;70272;;20988;;18383;70272;;18383
11/06/2009;71796;;21234;;18173;71796;;18173
12/06/2009;74899;;22140;;18006;74899;;18006
15/06/2009;80858;;23158;;17797;80858;;17797
16/06/2009;85866;;24965;;17765;85866;;17765
17/06/2009;88012;;25502;;17923;88012;;17923
18/06/2009;89830;;25381;;18140;89830;;18140
19/06/2009;89862;;25074;;18288;89862;;18288
22/06/2009;88937;;24618;;18385;88937;;18385
23/06/2009;83257;;24236;;18377;83257;;18377
24/06/2009;78940;;23571;;18343;78940;;18343
25/06/2009;77968;;22992;;18297;77968;;18297
26/06/2009;78945;;22582;;18134;78945;;18134
29/06/2009;80196;;22742;;17937;80196;;17937
30/06/2009;80499;;23275;;17790;80499;;17790
01/07/2009;79395;;23920;;17804;79395;;17804
02/07/2009;76243;;24515;;17865;76243;;17865
03/07/2009;71088;;24254;;17964;71088;;17964
06/07/2009;66441;;23783;;17942;66441;;17942
07/07/2009;61060;;23362;;18021;61060;;18021
08/07/2009;57020;;23199;;18292;57020;;18292
09/07/2009;53254;;23320;;18628;53254;;18628
10/07/2009;51223;;23615;;19002;51223;;19002
13/07/2009;50594;;23639;;19174;50594;;19174
14/07/2009;53601;;24154;;19785;53601;;19785
15/07/2009;59836;;25132;;20422;59836;;20422
16/07/2009;64320;;26050;;21084;64320;;21084
17/07/2009;64714;;26601;;21445;64714;;21445
20/07/2009;63075;;26932;;21559;63075;;21559
21/07/2009;60490;;27306;;21744;60490;;21744
22/07/2009;58164;;27685;;21808;58164;;21808
23/07/2009;55818;;27973;;21905;55818;;21905
24/07/2009;55193;;28209;;21861;55193;;21861
27/07/2009;57471;;28086;;21849;57471;;21849
28/07/2009;60321;;27599;;21874;60321;;21874
29/07/2009;61814;;26938;;21867;61814;;21867
30/07/2009;60471;;26316;;21848;60471;;21848
31/07/2009;57996;;25534;;21755;57996;;21755
03/08/2009;55336;;24987;;21542;55336;;21542
04/08/2009;53178;;24316;;21260;53178;;21260
05/08/2009;50764;;23434;;20872;50764;;20872
06/08/2009;48000;;22114;;20053;48000;;20053
07/08/2009;45528;;20880;;19242;45528;;19242
10/08/2009;44208;;19994;;18663;44208;;18663
11/08/2009;43315;;19107;;18151;43315;;18151
12/08/2009;43706;;18687;;17777;43706;;17777
13/08/2009;46117;;18807;;17707;46117;;17707
14/08/2009;47919;;19213;;17875;47919;;17875
17/08/2009;48328;;19405;;18014;48328;;18014
18/08/2009;45823;;19321;;18124;45823;;18124
19/08/2009;43139;;18870;;18096;43139;;18096
20/08/2009;40815;;18395;;18103;40815;;18103
21/08/2009;38923;;18032;;18119;38923;;18119
24/08/2009;38039;;17629;;18281;38039;;18281
25/08/2009;36858;;17079;;18330;36858;;18330
26/08/2009;38557;;16738;;18288;38557;;18288
27/08/2009;38410;;16795;;18316;38410;;18316
28/08/2009;37865;;17303;;18189;37865;;18189
01/09/2009;37354;;17879;;18112;37354;;18112
02/09/2009;36458;;18453;;18015;36458;;18015
03/09/2009;35698;;19120;;18021;35698;;18021
04/09/2009;34647;;19921;;18211;34647;;18211
07/09/2009;33936;;20421;;18750;33936;;18750
08/09/2009;34095;;20916;;19148;34095;;19148
09/09/2009;34323;;21223;;19506;34323;;19506
10/09/2009;34234;;20905;;19807;34234;;19807
11/09/2009;33555;;20436;;20042;33555;;20042
14/09/2009;32958;;20195;;20213;32958;;20213
15/09/2009;32092;;19971;;20637;32092;;20637
16/09/2009;30769;;20212;;21072;30769;;21072
17/09/2009;29162;;20486;;21411;29162;;21411
18/09/2009;27529;;20630;;21567;27529;;21567
21/09/2009;26065;;20598;;21630;26065;;21630
22/09/2009;23762;;20337;;21656;23762;;21656
23/09/2009;22109;;19551;;21657;22109;;21657
24/09/2009;22251;;18916;;21623;22251;;21623
25/09/2009;23317;;18593;;21514;23317;;21514
28/09/2009;23974;;18480;;21239;23974;;21239
29/09/2009;24228;;18263;;20912;24228;;20912
30/09/2009;25698;;18267;;20562;25698;;20562
01/10/2009;28220;;18576;;19985;28220;;19985
02/10/2009;30808;;18949;;19530;30808;;19530
05/10/2009;31176;;19119;;19206;31176;;19206
06/10/2009;33830;;19355;;19034;33830;;19034
07/10/2009;37049;;20109;;18831;37049;;18831
08/10/2009;39596;;21142;;18809;39596;;18809
09/10/2009;40711;;21722;;18825;40711;;18825
12/10/2009;40352;;22038;;18859;40352;;18859
13/10/2009;38340;;22134;;19028;38340;;19028
14/10/2009;36353;;21942;;19540;36353;;19540
15/10/2009;39426;;21890;;19763;39426;;19763
16/10/2009;40666;;21950;;19903;40666;;19903
19/10/2009;42020;;22032;;19869;42020;;19869
20/10/2009;44268;;22391;;19757;44268;;19757
21/10/2009;47215;;22831;;19604;47215;;19604
22/10/2009;49698;;23687;;19467;49698;;19467
23/10/2009;50688;;24471;;19360;50688;;19360
26/10/2009;50450;;24892;;19348;50450;;19348
27/10/2009;49491;;24961;;19256;49491;;19256
28/10/2009;48705;;24947;;19162;48705;;19162
29/10/2009;49849;;24896;;19078;49849;;19078
30/10/2009;52657;;25292;;19026;52657;;19026
02/11/2009;55091;;25769;;18959;55091;;18959
03/11/2009;56690;;26316;;18962;56690;;18962
04/11/2009;57186;;27273;;19161;57186;;19161
05/11/2009;57613;;27929;;19396;57613;;19396
06/11/2009;58627;;28549;;19736;58627;;19736
09/11/2009;60841;;29003;;20049;60841;;20049
10/11/2009;64416;;29593;;20468;64416;;20468
11/11/2009;67385;;30430;;21129;67385;;21129
12/11/2009;72868;;31155;;21805;72868;;21805
13/11/2009;76534;;31972;;22453;76534;;22453
16/11/2009;78075;;32879;;23600;78075;;23600
17/11/2009;81795;;33614;;24575;81795;;24575
18/11/2009;88560;;34890;;25334;88560;;25334
19/11/2009;87118;;35819;;25847;87118;;25847
20/11/2009;81575;;35597;;26009;81575;;26009
23/11/2009;78920;;35205;;25950;78920;;25950
24/11/2009;76492;;34621;;25924;76492;;25924
25/11/2009;73498;;33626;;25849;73498;;25849
26/11/2009;70618;;32463;;25730;70618;;25730
27/11/2009;66931;;31107;;25571;66931;;25571
30/11/2009;65060;;30215;;25265;65060;;25265
01/12/2009;64570;;29248;;24849;64570;;24849
02/12/2009;67041;;29585;;24721;67041;;24721
03/12/2009;70662;;30805;;24765;70662;;24765
04/12/2009;71163;;31580;;24904;71163;;24904
07/12/2009;67857;;32005;;25044;67857;;25044
08/12/2009;62708;;32059;;25244;62708;;25244
09/12/2009;59170;;31345;;25395;59170;;25395
10/12/2009;55605;;30500;;25430;55605;;25430
11/12/2009;53267;;29515;;25398;53267;;25398
14/12/2009;52460;;28709;;25303;52460;;25303
15/12/2009;52742;;28146;;25228;52742;;25228
16/12/2009;52267;;27651;;24737;52267;;24737
17/12/2009;49341;;27576;;24466;49341;;24466
18/12/2009;45458;;27674;;24274;45458;;24274
21/12/2009;42058;;27769;;24023;42058;;24023
22/12/2009;38973;;28068;;23675;38973;;23675
23/12/2009;37556;;28432;;23488;37556;;23488
24/12/2009;37191;;28620;;23253;37191;;23253
04/01/2010;39978;;30680;;23253;39978;;23253
05/01/2010;42722;;32141;;23594;42722;;23594
06/01/2010;40606;;33103;;24243;40606;;24243
07/01/2010;35523;;33630;;24833;35523;;24833
08/01/2010;34390;;33870;;25288;34390;;25288
11/01/2010;34195;;33915;;25640;34195;;25640
12/01/2010;34563;;33369;;26213;34563;;26213
13/01/2010;35931;;32125;;26577;35931;;26577
14/01/2010;39221;;30893;;26613;39221;;26613
15/01/2010;42242;;30085;;26505;42242;;26505
18/01/2010;42632;;29549;;26425;42632;;26425
19/01/2010;40141;;29095;;26249;40141;;26249
20/01/2010;38788;;28833;;26016;38788;;26016
21/01/2010;39372;;28974;;25744;39372;;25744
22/01/2010;40307;;29417;;25603;40307;;25603
25/01/2010;40856;;29795;;25394;40856;;25394
26/01/2010;40711;;29697;;25045;40711;;25045
27/01/2010;38741;;29177;;24632;38741;;24632
28/01/2010;34795;;28323;;24180;34795;;24180
29/01/2010;32182;;27499;;23741;32182;;23741
01/02/2010;30123;;26519;;23352;30123;;23352
02/02/2010;29872;;25288;;23094;29872;;23094
03/02/2010;30013;;24936;;22855;30013;;22855
04/02/2010;30707;;25012;;22659;30707;;22659
