Row Labels;4TC_PCURMON;4TC_P+1MON;Days until M CURM;Days until M +1MON;CURM days away;1MON  days away;22;Total days;Perpetual
30/10/2017;12210;12975;1;31;21;9;;30;12746
31/10/2017;12905;12510;0;30;22;8;;30;12615
01/11/2017;12990;12690;29;60;7;38;;45;12943
02/11/2017;13120;12820;28;59;6;37;;43;13078
03/11/2017;12960;12580;27;58;5;36;;41;12914
06/11/2017;12730;12380;24;55;2;33;;35;12710
07/11/2017;12390;12090;23;54;1;32;;33;12381
08/11/2017;11720;11390;22;53;0;31;;31;11720
09/11/2017;11420;11070;21;52;1;30;;31;11409
10/11/2017;11210;10885;20;51;2;29;;31;11189
13/11/2017;11305;10990;17;48;5;26;;31;11254
14/11/2017;11090;10610;16;47;6;25;;31;10997
15/11/2017;10995;10430;15;46;7;24;;31;10867
16/11/2017;11125;10535;14;45;8;23;;31;10973
17/11/2017;11260;10805;13;44;9;22;;31;11128
20/11/2017;11285;10965;10;41;12;19;;31;11161
21/11/2017;11120;10615;9;40;13;18;;31;10908
22/11/2017;11100;10645;8;39;14;17;;31;10895
23/11/2017;11135;10990;7;38;15;16;;31;11065
24/11/2017;11150;11145;6;37;16;15;;31;11147
27/11/2017;11150;11225;3;34;19;12;;31;11196
28/11/2017;11130;11785;2;33;20;11;;31;11553
29/11/2017;11135;12155;1;32;21;10;;31;11826
30/11/2017;12645;11450;0;31;22;9;;31;11797
01/12/2017;13280;12075;30;61;8;39;;47;13075
04/12/2017;12755;11530;27;58;5;36;;41;12606
05/12/2017;12200;10810;26;57;4;35;;39;12057
06/12/2017;12590;11190;25;56;3;34;;37;12476
07/12/2017;12720;11215;24;55;2;33;;35;12634
08/12/2017;13085;11675;23;54;1;32;;33;13042
11/12/2017;13270;12220;20;51;2;29;;31;13202
12/12/2017;13285;12125;19;50;3;28;;31;13173
13/12/2017;13165;11805;18;49;4;27;;31;12990
14/12/2017;12875;11210;17;48;5;26;;31;12606
15/12/2017;12855;11245;16;47;6;25;;31;12543
18/12/2017;12875;11380;13;44;9;22;;31;12441
19/12/2017;12870;11460;12;43;10;21;;31;12415
20/12/2017;12830;11140;11;42;11;20;;31;12230
21/12/2017;12830;11245;10;41;12;19;;31;12216
22/12/2017;11055;10250;9;40;13;18;;31;10717
27/12/2017;11240;10340;4;35;18;13;;31;10717
28/12/2017;11210;10410;3;34;19;12;;31;10720
29/12/2017;11110;10430;2;33;20;11;;31;10671
02/01/2018;11045;10445;29;57;7;35;;42;10945
03/01/2018;11455;11160;28;56;6;34;;40;11411
04/01/2018;11965;12030;27;55;5;33;;38;11974
05/01/2018;11810;11690;26;54;4;32;;36;11797
08/01/2018;11680;11530;23;51;1;29;;30;11675
09/01/2018;11170;10855;22;50;0;28;;28;11170
10/01/2018;10960;10910;21;49;1;27;;28;10958
11/01/2018;10725;10765;20;48;2;26;;28;10728
12/01/2018;10710;10880;19;47;3;25;;28;10728
15/01/2018;10790;11260;16;44;6;22;;28;10891
16/01/2018;10690;10965;15;43;7;21;;28;10759
17/01/2018;10680;10960;14;42;8;20;;28;10760
18/01/2018;10750;11090;13;41;9;19;;28;10859
19/01/2018;10920;11775;12;40;10;18;;28;11225
22/01/2018;10985;11880;9;37;13;15;;28;11401
23/01/2018;11020;12110;8;36;14;14;;28;11565
24/01/2018;11025;12040;7;35;15;13;;28;11569
25/01/2018;11075;11638;6;34;16;12;;28;11397
26/01/2018;11070;11580;5;33;17;11;;28;11380
29/01/2018;11110;11570;2;30;20;8;;28;11439
30/01/2018;11085;11230;1;29;21;7;;28;11194
31/01/2018;11060;12330;0;28;22;6;;28;12058
01/02/2018;11070;12350;27;58;5;36;;41;11226
02/02/2018;11300;12840;26;57;4;35;;39;11458
05/02/2018;11060;12580;23;54;1;32;;33;11106
06/02/2018;10730;12330;22;53;0;31;;31;10730
07/02/2018;10555;12210;21;52;1;30;;31;10608
08/02/2018;10430;11990;20;51;2;29;;31;10531
09/02/2018;10595;12435;19;50;3;28;;31;10773
12/02/2018;10385;12120;16;47;6;25;;31;10721
13/02/2018;10440;12300;15;46;7;24;;31;10860
14/02/2018;10515;12720;14;45;8;23;;31;11084
15/02/2018;10585;12835;13;44;9;22;;31;11238
16/02/2018;10615;13010;12;43;10;21;;31;11388
19/02/2018;10610;12960;9;40;13;18;;31;11595
20/02/2018;10610;12860;8;39;14;17;;31;11626
21/02/2018;10680;13215;7;38;15;16;;31;11907
22/02/2018;10710;13310;6;37;16;15;;31;12052
23/02/2018;10740;13130;5;36;17;14;;31;12051
26/02/2018;10750;13040;2;33;20;11;;31;12227
27/02/2018;10750;12700;1;32;21;10;;31;12071
28/02/2018;12690;13820;0;31;22;9;;31;13492
01/03/2018;12660;13930;30;60;8;38;;46;12881
02/03/2018;12630;13810;29;59;7;37;;44;12818
05/03/2018;12485;13490;26;56;4;34;;38;12591
06/03/2018;12910;14015;25;55;3;33;;36;13002
07/03/2018;13100;14060;24;54;2;32;;34;13156
08/03/2018;13180;14170;23;53;1;31;;32;13211
09/03/2018;13250;14210;22;52;0;30;;30;13250
12/03/2018;12920;13865;19;49;3;27;;30;13015
13/03/2018;12775;13660;18;48;4;26;;30;12893
14/03/2018;12760;13675;17;47;5;25;;30;12913
15/03/2018;12830;13810;16;46;6;24;;30;13026
16/03/2018;12810;13970;15;45;7;23;;30;13081
19/03/2018;12915;14180;12;42;10;20;;30;13337
20/03/2018;12875;13940;11;41;11;19;;30;13266
21/03/2018;12800;13755;10;40;12;18;;30;13182
22/03/2018;12780;13640;9;39;13;17;;30;13153
23/03/2018;12740;13485;8;38;14;16;;30;13088
26/03/2018;12655;13280;5;35;17;13;;30;13009
27/03/2018;12640;12800;4;34;18;12;;30;12736
28/03/2018;12630;12665;3;33;19;11;;30;12652
29/03/2018;12520;12825;2;32;20;10;;30;12723
03/04/2018;11670;12140;27;58;5;36;;41;11727
04/04/2018;10700;11430;26;57;4;35;;39;10775
05/04/2018;10980;11950;25;56;3;34;;37;11059
06/04/2018;11130;12190;24;55;2;33;;35;11191
09/04/2018;11490;12635;21;52;1;30;;31;11527
10/04/2018;11485;12755;20;51;2;29;;31;11567
11/04/2018;11325;12400;19;50;3;28;;31;11429
12/04/2018;11375;12715;18;49;4;27;;31;11548
13/04/2018;11260;12555;17;48;5;26;;31;11469
16/04/2018;10930;12080;14;45;8;23;;31;11227
17/04/2018;10820;11640;13;44;9;22;;31;11058
18/04/2018;10680;11490;12;43;10;21;;31;10941
19/04/2018;10625;11460;11;42;11;20;;31;10921
20/04/2018;10705;11580;10;41;12;19;;31;11044
23/04/2018;10625;11300;7;38;15;16;;31;10952
24/04/2018;10590;11325;6;37;16;15;;31;10969
25/04/2018;10540;10900;5;36;17;14;;31;10737
26/04/2018;10520;10815;4;35;18;13;;31;10691
27/04/2018;10535;10865;3;34;19;12;;31;10737
30/04/2018;10870;11600;0;31;22;9;;31;11388
01/05/2018;10820;11460;30;60;8;38;;46;10931
02/05/2018;10840;11655;29;59;7;37;;44;10970
03/05/2018;10735;11750;28;58;6;36;;42;10880
04/05/2018;10565;11585;27;57;5;35;;40;10693
08/05/2018;10420;11470;23;53;1;31;;32;10453
09/05/2018;10495;11655;22;52;0;30;;30;10495
10/05/2018;10535;11665;21;51;1;29;;30;10573
11/05/2018;10570;11720;20;50;2;28;;30;10647
14/05/2018;10320;11455;17;47;5;25;;30;10509
15/05/2018;10295;11390;16;46;6;24;;30;10514
16/05/2018;10285;11445;15;45;7;23;;30;10556
17/05/2018;10250;11420;14;44;8;22;;30;10562
18/05/2018;10290;11560;13;43;9;21;;30;10671
21/05/2018;10270;11530;10;40;12;18;;30;10774
22/05/2018;10225;11325;9;39;13;17;;30;10702
23/05/2018;10085;10615;8;38;14;16;;30;10332
24/05/2018;9965;10315;7;37;15;15;;30;10140
25/05/2018;9985;10255;6;36;16;14;;30;10129
29/05/2018;9895;10000;2;32;20;10;;30;9965
30/05/2018;9910;9900;1;31;21;9;;30;9903
31/05/2018;10570;11940;0;30;22;8;;30;11575
01/06/2018;10825;12345;29;60;7;38;;45;11061
04/06/2018;10795;12270;26;57;4;35;;39;10946
05/06/2018;11030;12375;25;56;3;34;;37;11139
06/06/2018;11245;12450;24;55;2;33;;35;11314
07/06/2018;11345;12395;23;54;1;32;;33;11377
08/06/2018;11420;12450;22;53;0;31;;31;11420
11/06/2018;11600;12560;19;50;3;28;;31;11693
12/06/2018;11480;12370;18;49;4;27;;31;11595
13/06/2018;11600;12565;17;48;5;26;;31;11756
14/06/2018;11530;12475;16;47;6;25;;31;11713
15/06/2018;11370;12300;15;46;7;24;;31;11580
18/06/2018;11270;11970;12;43;10;21;;31;11496
19/06/2018;11180;11690;11;42;11;20;;31;11361
20/06/2018;11150;11430;10;41;12;19;;31;11258
21/06/2018;11120;11345;9;40;13;18;;31;11214
22/06/2018;11120;11385;8;39;14;17;;31;11240
25/06/2018;11110;11405;5;36;17;14;;31;11272
26/06/2018;11085;11255;4;35;18;13;;31;11184
27/06/2018;11090;11710;3;34;19;12;;31;11470
28/06/2018;11090;11640;2;33;20;11;;31;11445
29/06/2018;11610;12275;1;32;21;10;;31;12060
02/07/2018;11255;11795;29;60;7;38;;45;11339
03/07/2018;11400;11810;28;59;6;37;;43;11457
04/07/2018;11520;12020;27;58;5;36;;41;11581
05/07/2018;11490;12065;26;57;4;35;;39;11549
06/07/2018;11265;11740;25;56;3;34;;37;11304
09/07/2018;11500;12080;22;53;0;31;;31;11500
10/07/2018;11950;12620;21;52;1;30;;31;11972
11/07/2018;11875;12405;20;51;2;29;;31;11909
12/07/2018;11720;12220;19;50;3;28;;31;11768
13/07/2018;11740;12240;18;49;4;27;;31;11805
16/07/2018;11725;12070;15;46;7;24;;31;11803
17/07/2018;11640;11930;14;45;8;23;;31;11715
18/07/2018;11595;11940;13;44;9;22;;31;11695
19/07/2018;11765;12070;12;43;10;21;;31;11863
20/07/2018;11810;12360;11;42;11;20;;31;12005
23/07/2018;11880;12595;8;39;14;17;;31;12203
24/07/2018;11860;12425;7;38;15;16;;31;12133
25/07/2018;11870;12380;6;37;16;15;;31;12133
26/07/2018;11850;12150;5;36;17;14;;31;12015
27/07/2018;11850;12245;4;35;18;13;;31;12079
30/07/2018;11920;12320;1;32;21;10;;31;12191
31/07/2018;12380;12580;0;31;22;9;;31;12522
01/08/2018;11870;12150;30;60;8;38;;46;11919
02/08/2018;11760;12055;29;59;7;37;;44;11807
03/08/2018;11615;11975;28;58;6;36;;42;11666
06/08/2018;11610;12110;25;55;3;33;;36;11652
07/08/2018;11430;11850;24;54;2;32;;34;11455
08/08/2018;11480;11960;23;53;1;31;;32;11495
09/08/2018;11510;12025;22;52;0;30;;30;11510
10/08/2018;11510;12140;21;51;1;29;;30;11531
13/08/2018;11510;12145;18;48;4;26;;30;11595
14/08/2018;11525;12345;17;47;5;25;;30;11662
15/08/2018;11635;12495;16;46;6;24;;30;11807
16/08/2018;11650;12385;15;45;7;23;;30;11822
17/08/2018;11735;12430;14;44;8;22;;30;11920
20/08/2018;11790;12530;11;41;11;19;;30;12061
21/08/2018;11810;12710;10;40;12;18;;30;12170
22/08/2018;11815;12655;9;39;13;17;;30;12179
23/08/2018;11865;12700;8;38;14;16;;30;12255
24/08/2018;11860;12560;7;37;15;15;;30;12210
28/08/2018;11865;12350;3;33;19;11;;30;12172
29/08/2018;11865;12220;2;32;20;10;;30;12102
30/08/2018;11875;12040;1;31;21;9;;30;11991
31/08/2018;11825;12355;0;30;22;8;;30;12214
03/09/2018;11863;12375;27;58;5;36;;41;11925
04/09/2018;11967;12433;26;57;4;35;;39;12015
05/09/2018;12008;12458;25;56;3;34;;37;12044
06/09/2018;12338;12796;24;55;2;33;;35;12364
07/09/2018;12429;12792;23;54;1;32;;33;12440
10/09/2018;12379;12683;20;51;2;29;;31;12399
11/09/2018;12242;12388;19;50;3;28;;31;12256
12/09/2018;12217;12304;18;49;4;27;;31;12228
13/09/2018;12317;12458;17;48;5;26;;31;12340
14/09/2018;12308;12458;16;47;6;25;;31;12337
17/09/2018;12175;12346;13;44;9;22;;31;12225
18/09/2018;12371;12571;12;43;10;21;;31;12436
19/09/2018;12342;12429;11;42;11;20;;31;12373
20/09/2018;12425;12583;10;41;12;19;;31;12486
21/09/2018;12433;12700;9;40;13;18;;31;12545
24/09/2018;12440;12735;6;37;16;15;;31;12592
25/09/2018;12448;12858;5;36;17;14;;31;12673
26/09/2018;12504;13083;4;35;18;13;;31;12840
27/09/2018;12504;13054;3;34;19;12;;31;12841
28/09/2018;12804;12604;2;33;20;11;;31;12675
01/10/2018;12713;12475;30;60;8;38;;46;12672
02/10/2018;12979;12650;29;59;7;37;;44;12927
03/10/2018;13121;12883;28;58;6;36;;42;13087
04/10/2018;13442;13104;27;57;5;35;;40;13400
05/10/2018;13550;13092;26;56;4;34;;38;13502
08/10/2018;13558;13071;23;53;1;31;;32;13543
09/10/2018;13400;12850;22;52;0;30;;30;13400
10/10/2018;13679;13158;21;51;1;29;;30;13662
11/10/2018;14079;13504;20;50;2;28;;30;14041
12/10/2018;14083;13583;19;49;3;27;;30;14033
15/10/2018;14058;13558;16;46;6;24;;30;13958
16/10/2018;13946;13321;15;45;7;23;;30;13800
17/10/2018;14075;13625;14;44;8;22;;30;13955
18/10/2018;13950;13271;13;43;9;21;;30;13746
19/10/2018;13941;13145;12;42;10;20;;30;13676
22/10/2018;13888;13004;9;39;13;17;;30;13505
23/10/2018;13804;12767;8;38;14;16;;30;13320
24/10/2018;13771;12613;7;37;15;15;;30;13192
25/10/2018;13654;12392;6;36;16;14;;30;12981
26/10/2018;13654;12363;5;35;17;13;;30;12922
29/10/2018;13638;12208;2;32;20;10;;30;12685
30/10/2018;13658;12367;1;31;21;9;;30;12754
31/10/2018;12600;12508;0;30;22;8;;30;12533
01/11/2018;12579;12500;29;60;7;38;;45;12567
02/11/2018;12617;12658;28;59;6;37;;43;12623
05/11/2018;12400;12404;25;56;3;34;;37;12400
06/11/2018;11958;11942;24;55;2;33;;35;11957
07/11/2018;11800;11771;23;54;1;32;;33;11799
08/11/2018;11671;11538;22;53;0;31;;31;11671
09/11/2018;11767;11604;21;52;1;30;;31;11762
12/11/2018;11942;11667;18;49;4;27;;31;11907
13/11/2018;11846;11358;17;48;5;26;;31;11767
14/11/2018;11454;10146;16;47;6;25;;31;11201
15/11/2018;11558;10383;15;46;7;24;;31;11293
16/11/2018;11571;10442;14;45;8;23;;31;11280
19/11/2018;11500;10317;11;42;11;20;;31;11080
20/11/2018;11417;10108;10;41;12;19;;31;10910
21/11/2018;11467;10388;9;40;13;18;;31;11015
22/11/2018;11525;10617;8;39;14;17;;31;11115
23/11/2018;11600;10938;7;38;15;16;;31;11280
26/11/2018;11646;11354;4;35;18;13;;31;11476
27/11/2018;11629;11575;3;34;19;12;;31;11596
28/11/2018;11646;11313;2;33;20;11;;31;11431
29/11/2018;11653;11263;1;32;21;10;;31;11389
30/11/2018;11525;10571;0;31;22;9;;31;10848
03/12/2018;12121;11550;28;59;6;37;;43;12041
04/12/2018;12033;11558;27;58;5;36;;41;11975
05/12/2018;11875;11600;26;57;4;35;;39;11847
06/12/2018;11742;11383;25;56;3;34;;37;11713
07/12/2018;11875;11350;24;55;2;33;;35;11845
10/12/2018;11729;11323;21;52;1;30;;31;11716
11/12/2018;11532;11245;20;51;2;29;;31;11513
12/12/2018;11795;11858;19;50;3;28;;31;11801
13/12/2018;11833;11983;18;49;4;27;;31;11852
14/12/2018;11783;11850;17;48;5;26;;31;11794
17/12/2018;11808;11833;14;45;8;23;;31;11814
18/12/2018;11808;11608;13;44;9;22;;31;11750
19/12/2018;11788;11504;12;43;10;21;;31;11696
20/12/2018;11746;11158;11;42;11;20;;31;11537
21/12/2018;11754;11063;10;41;12;19;;31;11487
24/12/2018;11069;11320;7;38;15;16;;31;11190
27/12/2018;11161;11420;4;35;18;13;;31;11311
28/12/2018;11258;11496;3;34;19;12;;31;11404
31/12/2018;11346;11592;0;31;22;9;;31;11521
02/01/2019;11075;11333;29;57;7;35;;42;11118
03/01/2019;10642;10925;28;56;6;34;;40;10684
04/01/2019;10392;10625;27;55;5;33;;38;10423
07/01/2019;10296;10663;24;52;2;30;;32;10319
08/01/2019;10100;10625;23;51;1;29;;30;10118
09/01/2019;9883;10379;22;50;0;28;;28;9883
10/01/2019;9575;10033;21;49;1;27;;28;9591
11/01/2019;9621;10233;20;48;2;26;;28;9665
14/01/2019;9542;10100;17;45;5;23;;28;9642
15/01/2019;9571;10125;16;44;6;22;;28;9690
16/01/2019;9263;9563;15;43;7;21;;28;9338
17/01/2019;9167;9304;14;42;8;20;;28;9206
18/01/2019;9000;8971;13;41;9;19;;28;8991
21/01/2019;8825;8667;10;38;12;16;;28;8757
22/01/2019;8708;8383;9;37;13;15;;28;8557
23/01/2019;8613;8017;8;36;14;14;;28;8315
24/01/2019;8433;7300;7;35;15;13;;28;7826
25/01/2019;8367;7108;6;34;16;12;;28;7648
28/01/2019;8208;6775;3;31;19;9;;28;7236
29/01/2019;8117;6354;2;30;20;8;;28;6858
30/01/2019;8168;6463;1;29;21;7;;28;6889
31/01/2019;6175;8113;0;28;22;6;;28;7698
01/02/2019;6375;8575;27;58;5;36;;41;6643
04/02/2019;6071;8379;24;55;2;33;;35;6203
05/02/2019;5950;8029;23;54;1;32;;33;6013
06/02/2019;5683;7608;22;53;0;31;;31;5683
07/02/2019;5533;7458;21;52;1;30;;31;5595
08/02/2019;5813;7833;20;51;2;29;;31;5943
11/02/2019;5758;7996;17;48;5;26;;31;6119
12/02/2019;5850;8346;16;47;6;25;;31;6333
13/02/2019;5283;7800;15;46;7;24;;31;5851
14/02/2019;5100;7350;14;45;8;23;;31;5681
15/02/2019;5133;7117;13;44;9;22;;31;5709
18/02/2019;5071;6904;10;41;12;19;;31;5781
19/02/2019;5146;7204;9;40;13;18;;31;6009
20/02/2019;5104;7104;8;39;14;17;;31;6007
21/02/2019;5071;7092;7;38;15;16;;31;6049
22/02/2019;5088;7154;6;37;16;15;;31;6154
25/02/2019;5094;7421;3;34;19;12;;31;6520
26/02/2019;5138;7725;2;33;20;11;;31;6807
27/02/2019;5138;8188;1;32;21;10;;31;7204
28/02/2019;8279;9738;0;31;22;9;;31;9314
01/03/2019;8213;9475;30;60;8;38;;46;8432
04/03/2019;8325;9675;27;57;5;35;;40;8494
05/03/2019;7975;9183;26;56;4;34;;38;8102
06/03/2019;7679;8600;25;55;3;33;;36;7756
07/03/2019;7275;8296;24;54;2;32;;34;7335
08/03/2019;7083;8113;23;53;1;31;;32;7115
11/03/2019;6988;7896;20;50;2;28;;30;7049
12/03/2019;7021;7892;19;49;3;27;;30;7108
13/03/2019;7033;8088;18;48;4;26;;30;7174
14/03/2019;7550;8858;17;47;5;25;;30;7768
15/03/2019;7763;9058;16;46;6;24;;30;8022
18/03/2019;7521;8646;13;43;9;21;;30;7859
19/03/2019;7521;8758;12;42;10;20;;30;7933
20/03/2019;7592;9229;11;41;11;19;;30;8192
21/03/2019;7600;9096;10;40;12;18;;30;8198
22/03/2019;7592;8954;9;39;13;17;;30;8182
25/03/2019;7563;8842;6;36;16;14;;30;8245
26/03/2019;7525;8613;5;35;17;13;;30;8142
27/03/2019;7546;8625;4;34;18;12;;30;8193
28/03/2019;7571;9088;3;33;19;11;;30;8532
29/03/2019;8767;9058;2;32;20;10;;30;8961
01/04/2019;8846;9092;29;60;7;38;;45;8884
02/04/2019;9113;9283;28;59;6;37;;43;9137
03/04/2019;8896;9063;27;58;5;36;;41;8916
04/04/2019;8608;8738;26;57;4;35;;39;8621
05/04/2019;8604;8750;25;56;3;34;;37;8616
08/04/2019;8717;8783;22;53;0;31;;31;8717
09/04/2019;8575;8763;21;52;1;30;;31;8581
10/04/2019;8546;8617;20;51;2;29;;31;8551
11/04/2019;8565;8595;19;50;3;28;;31;8568
12/04/2019;8942;9188;18;49;4;27;;31;8974
15/04/2019;8963;9363;15;46;7;24;;31;9053
16/04/2019;9042;9500;14;45;8;23;;31;9160
17/04/2019;9042;9446;13;44;9;22;;31;9159
18/04/2019;9088;9338;12;43;10;21;;31;9169
23/04/2019;9088;9404;7;38;15;16;;31;9241
24/04/2019;9058;9550;6;37;16;15;;31;9312
25/04/2019;9075;9625;5;36;17;14;;31;9377
26/04/2019;9046;9496;4;35;18;13;;31;9307
29/04/2019;9046;9550;1;32;21;10;;31;9387
30/04/2019;9538;9629;0;31;22;9;;31;9603
01/05/2019;9492;9604;30;60;8;38;;46;9511
02/05/2019;9533;9638;29;59;7;37;;44;9550
03/05/2019;9596;9683;28;58;6;36;;42;9608
07/05/2019;9438;9517;24;54;2;32;;34;9443
08/05/2019;9625;9650;23;53;1;31;;32;9626
09/05/2019;9546;9533;22;52;0;30;;30;9546
10/05/2019;9804;9817;21;51;1;29;;30;9804
13/05/2019;9879;10000;18;48;4;26;;30;9895
14/05/2019;10017;10342;17;47;5;25;;30;10071
15/05/2019;9925;10150;16;46;6;24;;30;9970
16/05/2019;9875;9967;15;45;7;23;;30;9896
17/05/2019;9838;9863;14;44;8;22;;30;9845
20/05/2019;9850;9988;11;41;11;19;;30;9901
21/05/2019;9904;10288;10;40;12;18;;30;10058
22/05/2019;9975;10558;9;39;13;17;;30;10228
23/05/2019;9992;10917;8;38;14;16;;30;10424
24/05/2019;10008;11167;7;37;15;15;;30;10588
28/05/2019;10042;11388;3;33;19;11;;30;10894
29/05/2019;10000;10888;2;32;20;10;;30;10592
30/05/2019;10013;10563;1;31;21;9;;30;10398
31/05/2019;10533;10579;0;30;22;8;;30;10567
03/06/2019;10463;10583;27;58;5;36;;41;10478
04/06/2019;10229;10338;26;57;4;35;;39;10240
05/06/2019;10063;10054;25;56;3;34;;37;10062
06/06/2019;10038;10163;24;55;2;33;;35;10045
07/06/2019;9979;10158;23;54;1;32;;33;9984
10/06/2019;9858;10050;20;51;2;29;;31;9870
11/06/2019;9704;10117;19;50;3;28;;31;9744
12/06/2019;9583;9925;18;49;4;27;;31;9627
13/06/2019;9504;9938;17;48;5;26;;31;9574
14/06/2019;9613;10113;16;47;6;25;;31;9710
17/06/2019;9529;9904;13;44;9;22;;31;9638
18/06/2019;9471;9871;12;43;10;21;;31;9600
19/06/2019;9433;9733;11;42;11;20;;31;9539
20/06/2019;9379;9617;10;41;12;19;;31;9471
21/06/2019;9375;9796;9;40;13;18;;31;9552
24/06/2019;9413;10308;6;37;16;15;;31;9875
25/06/2019;9446;10492;5;36;17;14;;31;10020
26/06/2019;9463;10604;4;35;18;13;;31;10126
27/06/2019;9463;10704;3;34;19;12;;31;10224
28/06/2019;10867;11063;2;33;20;11;;31;10993
01/07/2019;11213;11354;30;61;8;39;;47;11237
02/07/2019;11758;11758;29;60;7;38;;45;11758
03/07/2019;12454;12400;28;59;6;37;;43;12446
04/07/2019;13442;12779;27;58;5;36;;41;13361
05/07/2019;13408;12592;26;57;4;35;;39;13324
08/07/2019;13104;12179;23;54;1;32;;33;13076
09/07/2019;13917;13067;22;53;0;31;;31;13917
10/07/2019;13902;13108;21;52;1;30;;31;13876
11/07/2019;14338;13492;20;51;2;29;;31;14283
12/07/2019;14792;13913;19;50;3;28;;31;14707
15/07/2019;15033;14163;16;47;6;25;;31;14865
16/07/2019;14738;13713;15;46;7;24;;31;14507
17/07/2019;14979;14142;14;45;8;23;;31;14763
18/07/2019;15175;14465;13;44;9;22;;31;14969
19/07/2019;15417;14844;12;43;10;21;;31;15232
22/07/2019;15625;15621;9;40;13;18;;31;15623
23/07/2019;15296;14517;8;39;14;17;;31;14944
24/07/2019;15208;14108;7;38;15;16;;31;14676
25/07/2019;15267;14633;6;37;16;15;;31;14940
26/07/2019;15246;14138;5;36;17;14;;31;14638
29/07/2019;15196;13738;2;33;20;11;;31;14255
30/07/2019;15204;13192;1;32;21;10;;31;13841
31/07/2019;12963;12708;0;31;22;9;;31;12782
01/08/2019;13021;12679;30;60;8;38;;46;12962
02/08/2019;13000;12629;29;59;7;37;;44;12941
05/08/2019;13129;12450;26;56;4;34;;38;13058
06/08/2019;14379;13767;25;55;3;33;;36;14328
07/08/2019;14546;13513;24;54;2;32;;34;14485
08/08/2019;15113;13940;23;53;1;31;;32;15076
09/08/2019;15625;14767;22;52;0;30;;30;15625
12/08/2019;15696;15038;19;49;3;27;;30;15630
13/08/2019;16050;15575;18;48;4;26;;30;15987
14/08/2019;16171;15717;17;47;5;25;;30;16095
15/08/2019;16213;15796;16;46;6;24;;30;16130
16/08/2019;16225;15467;15;45;7;23;;30;16048
19/08/2019;16058;14771;12;42;10;20;;30;15629
20/08/2019;16104;15138;11;41;11;19;;30;15750
21/08/2019;16196;15663;10;40;12;18;;30;15983
22/08/2019;16292;16138;9;39;13;17;;30;16225
23/08/2019;16296;16433;8;38;14;16;;30;16360
27/08/2019;16329;16950;4;34;18;12;;30;16702
28/08/2019;16308;16675;3;33;19;11;;30;16540
29/08/2019;16311;16788;2;32;20;10;;30;16629
30/08/2019;17163;16079;1;31;21;9;;30;16404
02/09/2019;17067;16004;28;59;6;37;;43;16919
03/09/2019;16917;15483;27;58;5;36;;41;16742
04/09/2019;16871;15071;26;57;4;35;;39;16686
05/09/2019;16246;14304;25;56;3;34;;37;16089
06/09/2019;16567;14571;24;55;2;33;;35;16453
09/09/2019;16500;14629;21;52;1;30;;31;16440
10/09/2019;16383;14396;20;51;2;29;;31;16255
11/09/2019;16921;14929;19;50;3;28;;31;16728
12/09/2019;17463;15871;18;49;4;27;;31;17258
13/09/2019;17338;15733;17;48;5;26;;31;17079
16/09/2019;17254;15633;14;45;8;23;;31;16836
17/09/2019;16921;14871;13;44;9;22;;31;16326
18/09/2019;16758;14021;12;43;10;21;;31;15875
19/09/2019;16721;13763;11;42;11;20;;31;15671
20/09/2019;16754;13763;10;41;12;19;;31;15596
23/09/2019;16763;13929;7;38;15;16;;31;15392
24/09/2019;16750;13779;6;37;16;15;;31;15217
25/09/2019;16763;12988;5;36;17;14;;31;14693
26/09/2019;16696;12558;4;35;18;13;;31;14293
27/09/2019;16654;12392;3;34;19;12;;31;14042
30/09/2019;13079;12983;0;31;22;9;;31;13011
01/10/2019;13311;13146;30;60;8;38;;46;13282
02/10/2019;13629;13386;29;59;7;37;;44;13590
03/10/2019;13589;13332;28;58;6;36;;42;13552
04/10/2019;14086;13768;27;57;5;35;;40;14046
07/10/2019;14689;14486;24;54;2;32;;34;14677
08/10/2019;15325;15100;23;53;1;31;;32;15318
09/10/2019;15193;15089;22;52;0;30;;30;15193
10/10/2019;15096;14804;21;51;1;29;;30;15086
11/10/2019;15136;14771;20;50;2;28;;30;15112
14/10/2019;15100;14889;17;47;5;25;;30;15065
15/10/2019;14639;14152;16;46;6;24;;30;14542
16/10/2019;14304;13721;15;45;7;23;;30;14168
17/10/2019;14393;13811;14;44;8;22;;30;14238
18/10/2019;14461;13704;13;43;9;21;;30;14234
21/10/2019;14393;13332;10;40;12;18;;30;13969
22/10/2019;14386;13389;9;39;13;17;;30;13954
23/10/2019;14389;13239;8;38;14;16;;30;13852
24/10/2019;14404;13336;7;37;15;15;;30;13870
25/10/2019;14382;12796;6;36;16;14;;30;13536
28/10/2019;14343;12414;3;33;19;11;;30;13121
29/10/2019;14271;12393;2;32;20;10;;30;13019
30/10/2019;14257;11646;1;31;21;9;;30;12429
31/10/2019;11254;11246;0;30;22;8;;30;11248
01/11/2019;11414;11379;29;60;7;38;;45;11409
04/11/2019;11179;11132;26;57;4;35;;39;11174
05/11/2019;10929;10864;25;56;3;34;;37;10924
06/11/2019;10418;10168;24;55;2;33;;35;10404
07/11/2019;10139;9982;23;54;1;32;;33;10134
08/11/2019;10168;9971;22;53;0;31;;31;10168
11/11/2019;10182;9975;19;50;3;28;;31;10162
12/11/2019;9993;9818;18;49;4;27;;31;9970
