Date;CURMON;1MON;2MON;3MON;CURQ;1Q;2Q;3Q;1CAL;2CAL;3CAL;Rollover;ROLL
09.04.2008;51688;;;;53219;52016;51625;45906;39922;29938;23469;;
10.04.2008;51938;;;;53688;52844;52094;46281;40344;30156;23531;;
11.04.2008;51938;;;;53453;52969;52719;46719;40445;30344;23594;;
14.04.2008;51875;;;;53375;52969;52688;46969;40516;30406;23531;;
15.04.2008;51563;;;;52563;52281;51938;46563;40273;30344;23531;;
16.04.2008;51656;;;;52656;52313;52000;46750;40383;30344;23563;;
17.04.2008;51938;;;;53063;53031;52719;47250;40508;30438;23625;;
18.04.2008;52375;;;;54125;54438;54000;48188;41086;30656;23750;;
21.04.2008;52844;;;;55094;56531;55938;49594;42042;31000;24000;;
22.04.2008;53063;;;;55000;56969;56500;50375;42180;30906;23969;;
23.04.2008;53500;;;;55469;58000;57188;51031;42539;31156;24156;;
24.04.2008;53828;;;;55125;57297;56500;50813;42297;31078;24063;;
25.04.2008;53000;;;;54680;56344;55563;50125;41578;30844;23938;;
28.04.2008;52859;;;;54418;55594;54688;49656;40828;30438;23856;;
29.04.2008;52844;;;;54856;55875;55188;49906;41016;30281;23969;;
30.04.2008;57313;;;;57031;56750;56156;50250;41859;30625;23813;;
01.05.2008;58113;;;;58094;57250;56531;50500;41805;30719;24000;;
02.05.2008;58713;;;;58859;57906;57000;50719;42272;30750;24063;;
06.05.2008;60375;;;;61109;58844;57875;51063;42938;31031;24375;;
07.05.2008;60625;;;;61063;58250;57438;50844;43031;31000;24375;;
08.05.2008;60406;;;;60219;57031;56406;50000;42852;30719;24281;;
09.05.2008;60313;;;;59406;55813;55231;48969;42617;30781;24281;;
12.05.2008;60406;;;;59391;55563;54906;48781;42523;30750;24219;;
13.05.2008;61531;;;;61313;57438;56781;50438;43883;31844;24781;;
14.05.2008;62250;;;;62250;59531;58844;51906;44734;32750;25344;;
15.05.2008;63188;;;;63313;60688;59906;53188;46445;33438;25750;;
16.05.2008;63961;;;;64414;62281;60781;54125;47850;34219;26219;;
19.05.2008;63625;;;;64422;61188;60000;53438;47203;34031;25906;;
20.05.2008;63281;;;;63031;59250;57781;51688;45836;33219;25250;;
21.05.2008;63229;;;;63236;59031;57469;51625;45344;32969;25125;;
22.05.2008;63156;;;;62953;58484;57109;51188;44781;32250;24969;;
23.05.2008;62656;;;;62609;57875;56406;50438;44609;32094;24750;;
27.05.2008;62588;;;;62463;57063;55938;49813;44398;31969;24625;;
28.05.2008;62824;;;;63381;59000;57203;50500;44852;32375;25109;;
29.05.2008;63322;;;;63833;59844;58344;51688;46578;32625;25375;;
30.05.2008;64137;;;;64137;59606;58168;51617;46291;32516;25422;;
02.06.2008;63875;;;;63875;58969;57688;51219;45938;32344;25375;;
03.06.2008;63844;;;;63844;59531;57813;51438;46180;32406;25469;;
04.06.2008;64719;;;;64719;60594;59125;52438;47484;32969;25750;;
05.06.2008;64250;;;;64250;59063;57906;51769;46867;32469;25469;;
06.06.2008;63375;;;;63375;57094;56031;50063;45922;31984;25125;;
09.06.2008;63484;;;;63484;57281;56125;50125;45891;32000;25156;;
10.06.2008;64000;;;;64000;57188;55813;49969;45398;31781;25125;;
11.06.2008;63842;;;;63842;56391;55281;49438;43750;31469;24979;;
12.06.2008;62824;;;;62824;53375;52344;47531;41938;31121;24685;;
13.06.2008;63000;;;;63000;54172;53563;48469;42688;31438;24844;;
16.06.2008;63594;;;;63594;54188;53594;48531;43156;31594;25156;;
17.06.2008;64512;;;;64512;57563;56969;51031;45016;32313;25906;;
18.06.2008;64720;;;;64720;57852;57496;51566;45471;32727;26051;;
19.06.2008;64778;;;;64778;58156;57563;52063;45953;32938;26544;;
20.06.2008;64816;;;;64816;57984;57375;52109;45984;32938;26688;;
23.06.2008;64946;;;;64946;57686;57172;51951;45998;32992;26586;;
24.06.2008;65250;;;;65250;58969;58563;52656;47000;33500;26813;;
25.06.2008;65819;;;;65819;60094;59906;53906;48039;33875;27102;;
26.06.2008;65509;;;;65509;60094;59906;54313;48192;33953;27232;;
27.06.2008;65470;;;;65470;59731;59520;54008;48118;33900;27092;;
30.06.2008;61094;;;;58000;57850;52657;50594;47406;33469;26813;;
01.07.2008;59438;;;;56094;56219;51031;49531;46211;33371;26977;;
02.07.2008;58750;;;;55688;55938;50594;48938;45945;33140;26935;;
03.07.2008;58688;;;;56250;56188;50938;49031;46047;33174;26961;;
04.07.2008;59094;;;;57922;57938;52375;50375;46922;33366;27214;;
07.07.2008;59219;;;;57734;58066;52644;50250;46938;33375;27213;;
08.07.2008;59625;;;;58647;58969;53469;50844;47766;33797;27433;;
09.07.2008;59406;;;;58938;59234;53688;50875;48188;33953;27597;;
10.07.2008;59031;;;;57875;58500;53325;50688;47855;34063;27500;;
11.07.2008;58219;;;;57000;57797;52931;50281;47491;34250;27438;;
14.07.2008;57781;;;;56522;57406;52438;49656;47289;34156;27367;;
15.07.2008;57531;;;;56740;57531;52531;49781;47556;34332;27390;;
16.07.2008;57500;;;;57115;57844;52844;50031;47820;34573;27424;;
17.07.2008;57875;;;;57865;58906;53688;50969;48680;35072;27709;;
18.07.2008;57875;;;;58188;59234;53875;51375;49153;35540;27745;;
21.07.2008;57344;;;;57375;58813;53313;50813;48289;35255;27624;;
22.07.2008;56750;;;;56281;57188;52563;50125;47813;35344;27672;;
23.07.2008;56679;;;;55571;56607;51821;49536;47393;35464;27571;;
24.07.2008;56375;;;;55013;55966;51219;49156;46891;35371;27509;;
25.07.2008;56000;;;;54344;55484;50809;48688;46742;35015;27345;;
28.07.2008;55813;;;;54031;55281;50531;48563;46898;34969;27313;;
29.07.2008;55844;;;;53819;55344;50344;48500;46813;35000;27375;;
30.07.2008;56156;;;;54605;56531;51500;49219;47914;35344;27578;;
31.07.2008;51179;;;;52071;54893;50643;48821;47170;35192;27547;;
01.08.2008;50688;;;;51844;54656;50594;48688;47414;35000;27500;;
04.08.2008;49828;;;;51234;54203;49875;48156;47083;34938;27500;;
05.08.2008;48219;;;;49781;52891;48766;47109;46313;34492;27219;;
06.08.2008;46125;;;;47031;50297;46641;45250;44703;33852;26996;;
07.08.2008;44188;;;;44625;46625;43156;42094;42281;33138;26531;;
08.08.2008;44156;;;;44172;47531;43406;42094;42359;32938;26500;;
11.08.2008;45094;;;;45656;50031;46063;44469;43813;33649;26875;;
12.08.2008;45906;;;;46906;51625;47656;45938;45266;34112;27109;;
13.08.2008;46113;;;;47332;52484;48301;46586;45877;34483;27295;;
14.08.2008;46813;;;;48844;56406;52078;49500;49375;35029;27662;;
15.08.2008;46563;;;;48297;55125;50969;48813;48453;34941;27645;;
18.08.2008;46063;;;;47594;53484;50281;48594;48102;34368;27362;;
19.08.2008;45563;;;;46688;51313;48375;46813;45891;33721;27077;;
20.08.2008;45563;;;;46750;50656;47875;46219;45109;33438;26891;;
21.08.2008;45938;;;;47016;51906;48656;46906;45617;33688;27031;;
22.08.2008;46055;;;;47621;53406;49625;47844;46578;33867;27129;;
26.08.2008;46007;;;;47003;52770;49125;47406;46195;33952;27141;;
27.08.2008;45875;;;;46594;51250;47844;46719;45422;33594;26969;;
28.08.2008;45688;;;;46500;51250;47594;46469;45141;33543;26902;;
29.08.2008;47531;;;;47531;51750;48281;46969;45577;33693;26894;;
01.09.2008;46156;;;;46156;49844;46844;45594;44164;33368;26674;;
02.09.2008;44301;;;;44301;47469;45469;44156;43000;33015;26366;;
03.09.2008;40875;;;;40875;45981;44138;42938;42078;32564;26140;;
04.09.2008;39281;;;;39281;45031;43188;42000;41406;32321;25861;;
05.09.2008;38719;;;;38719;44844;43000;41781;40906;31813;25594;;
08.09.2008;35563;;;;35563;41750;40688;39219;38781;30677;25168;;
09.09.2008;33563;;;;33563;39594;38406;37219;36813;29303;24552;;
10.09.2008;32531;;;;32531;38625;37000;35656;34852;27694;23882;;
11.09.2008;33125;;;;33125;39969;38344;36938;36914;28024;24251;;
12.09.2008;33839;;;;33839;40371;38857;37500;37536;28143;24464;;
15.09.2008;33469;;;;33469;39344;38281;37078;36484;27659;24277;;
16.09.2008;34313;;;;34313;41781;40781;39328;38094;28270;24597;;
17.09.2008;34719;;;;34719;43375;42344;41063;39000;28672;24781;;
18.09.2008;34031;;;;34031;41031;40094;39063;37234;27834;24066;;
19.09.2008;34098;;;;34098;40813;39844;38844;36891;27500;24125;;
22.09.2008;33656;;;;33656;37656;36438;35453;34000;26297;23328;;
23.09.2008;33207;;;;33207;33688;32469;31406;31000;24162;22291;;
24.09.2008;32094;;;;32094;31094;30063;28813;28547;22031;20594;;
25.09.2008;31824;;;;31824;28000;27000;25625;25375;20004;18731;;
26.09.2008;31853;;;;31853;26844;25625;24531;24063;18984;17625;;
29.09.2008;33575;;;;33575;25219;24172;23219;23172;18766;17125;;
30.09.2008;24500;;;;23906;23188;22406;21469;22344;18500;16906;;
01.10.2008;24031;;;;23813;23031;22313;21438;21719;18500;17031;;
02.10.2008;25781;;;;27375;27281;26438;25219;26352;20281;18313;;
03.10.2008;25469;;;;26895;26734;26094;25125;25988;20250;18031;;
06.10.2008;24156;;;;23718;24156;23469;22594;23195;18563;17188;;
07.10.2008;22100;;;;21552;21750;21219;20406;21047;17375;16250;;
08.10.2008;19594;;;;18158;18500;18219;17594;18008;16219;15344;;
09.10.2008;18125;;;;16720;16906;16688;15844;16375;15281;14406;;
10.10.2008;16875;;;;15699;15969;15938;15406;15875;14891;14219;;
13.10.2008;16125;;;;15099;15594;15500;14938;15328;14266;13750;;
14.10.2008;15750;;;;14938;15750;15531;14938;15438;14438;13813;;
15.10.2008;15375;;;;14751;15328;15250;14750;15156;14125;13575;;
16.10.2008;14781;;;;13126;13875;14031;13969;14250;13469;13000;;
