Date;CURMON;1MON;2MON;CURQ;1Q;2Q;3Q;1CAL;2CAL;3CAL;Rollover;ROLL
26.08.2014;13336;19806;24662;16571;26039;15458;17570;20591;20204;19800;1;19806
27.08.2014;13476;21442;26174;17459;27506;15970;18173;21026;20587;20032;1;21442
28.08.2014;13396;21693;26484;17545;27623;15850;17983;21011;20536;20012;1;21693
29.08.2014;20564;25289;27494;20564;26647;15304;17334;20513;20214;19872;1;25289
01.09.2014;20064;24632;26758;20064;26061;15133;17255;20323;20124;19771;0;20064
02.09.2014;19574;23900;26538;19574;25705;15023;17278;20264;20033;19721;0;19574
03.09.2014;19096;23138;25882;19096;25059;14608;17023;19981;19801;19499;0;19096
04.09.2014;19576;23800;26220;19576;25559;14789;17213;20171;19882;19580;0;19576
05.09.2014;20398;24890;27126;20398;26407;14966;17505;20467;20114;19716;0;20398
08.09.2014;19976;24210;26774;19976;25992;14708;17343;20294;19982;19620;0;19976
09.09.2014;20212;24146;26882;20212;26026;14870;17323;20326;20033;19670;0;20212
10.09.2014;19802;23308;26236;19802;25316;14505;16990;19959;19780;19448;0;19802
11.09.2014;19124;22640;25654;19124;24740;14274;16698;19730;19598;19347;0;19124
12.09.2014;18780;22038;25384;18780;24365;14183;16565;19506;19476;19215;0;18780
15.09.2014;18126;21318;24324;18126;23486;13910;16353;19219;19275;19095;0;18126
16.09.2014;17610;20008;23004;17610;22269;13680;15983;18899;19065;18925;0;17610
17.09.2014;17386;19709;22949;17386;22114;13860;15940;18927;19093;18863;0;17386
18.09.2014;16778;19074;22062;16778;21329;13468;15578;18482;18820;18731;0;16778
19.09.2014;16862;19330;22276;16862;21541;13548;15629;18565;18851;18762;0;16862
22.09.2014;16912;19250;22454;16912;21702;13619;15588;18554;18802;18722;0;16912
23.09.2014;16584;18330;21540;16584;20897;13110;15080;18021;18386;18398;0;16584
24.09.2014;16130;16678;19816;16130;19245;12538;14458;17312;17882;18006;1;16678
25.09.2014;15920;16170;18938;15920;18497;12710;14310;16987;17470;17836;1;16170
26.09.2014;16030;16464;19356;16030;18881;12880;14537;17117;17560;17946;1;16464
29.09.2014;16020;16472;19406;16020;18867;12965;14448;17061;17521;17864;1;16472
30.09.2014;15740;17980;19120;17613;12520;13900;17420;16280;16860;17250;1;17980
01.10.2014;15254;17600;18752;17202;12539;13830;17212;16167;16805;17087;0;15254
02.10.2014;14460;16972;18018;16483;12275;13535;16898;15851;16544;16837;0;14460
03.10.2014;14074;16812;17774;16220;12265;13537;16717;15760;16412;16746;0;14074
06.10.2014;14004;16802;17644;16150;12255;13537;16687;15743;16392;16726;0;14004
07.10.2014;12636;15758;16426;14940;11760;13064;16194;15221;16038;16392;0;12636
08.10.2014;11496;14432;15518;13815;11314;12740;15820;14773;15674;15948;0;11496
09.10.2014;11600;14606;15582;13929;11560;12945;16023;14960;15756;16030;0;11600
10.10.2014;11516;14710;15646;13957;11713;13088;16135;15082;15849;16102;0;11516
13.10.2014;11324;14330;15328;13661;11573;12931;15989;14893;15829;16082;0;11324
14.10.2014;10575;12260;13592;12143;11076;12458;15387;14314;15211;15606;0;10575
15.10.2014;10676;12294;13630;12200;11308;12723;15549;14501;15353;15708;0;10676
16.10.2014;10574;12504;13956;12345;11469;12894;15700;14636;15463;15828;0;10574
17.10.2014;11234;14246;15522;13507;12068;13473;16105;15169;15950;16224;0;11234
20.10.2014;12034;17074;17768;15625;13355;14940;17547;16482;16701;16899;0;12034
21.10.2014;12604;18785;18996;16795;13840;15598;18155;17017;17202;17305;0;12604
22.10.2014;12568;18794;18958;16773;13375;15143;17818;16589;16777;17070;0;12568
23.10.2014;12548;18450;18376;16458;12948;14888;17593;16308;16504;16796;0;12548
24.10.2014;13218;21100;20636;18318;14022;16063;18463;17267;17221;17351;0;13218
27.10.2014;13920;24551;22331;20268;14545;16615;18713;17778;17642;17772;1;24551
28.10.2014;14310;25877;23079;21089;14673;16410;18700;17783;17631;17852;1;25877
29.10.2014;13942;25152;21696;20263;13419;15395;17645;16709;16744;17066;1;25152
30.10.2014;14112;23029;19973;19038;12908;14925;17023;16178;16380;16764;1;23029
31.10.2014;27058;23106;14194;25082;13916;16036;17708;17119;17066;17025;1;23106
03.11.2014;27872;23538;14780;25705;14217;16205;17945;17394;17086;17096;0;27872
04.11.2014;26236;22102;14516;24169;13780;15355;16974;16652;16580;16750;0;26236
05.11.2014;23416;20380;13994;21898;13331;14790;16410;16190;16288;16510;0;23416
06.11.2014;25924;22402;14512;24163;13676;15135;16663;16444;16520;16641;0;25924
07.11.2014;25296;21388;13988;23342;13005;14360;15948;15802;15956;16138;0;25296
10.11.2014;23636;19968;13520;21802;12599;13743;15382;15286;15322;15655;0;23636
11.11.2014;22924;18584;13166;20754;12240;13353;14840;14853;14912;15195;0;22924
12.11.2014;22570;17918;12982;20244;12117;13383;14880;14832;14893;15095;0;22570
13.11.2014;21290;16424;12792;18857;11821;12991;14519;14485;14722;14974;0;21290
14.11.2014;22002;17072;13180;19537;12088;13083;14600;14618;14823;15055;0;22002
17.11.2014;23760;18464;14092;21112;12867;13983;14908;15176;15185;15366;0;23760
18.11.2014;23780;18486;13918;21133;12646;13890;14828;15035;15144;15335;0;23780
19.11.2014;24288;17960;13978;21124;12595;13778;14930;14997;15074;15255;0;24288
20.11.2014;24178;17868;13734;21023;12374;13575;14716;14800;14883;15085;0;24178
21.11.2014;24164;17262;13744;20713;12344;13655;14756;14845;14893;15105;0;24164
24.11.2014;24264;17184;13828;20724;12402;13705;14890;14931;14923;15135;0;24264
25.11.2014;24134;17156;13744;20645;12293;13415;14636;14727;14792;15035;1;17156
26.11.2014;23852;15794;13154;19823;11927;13070;14395;14454;14802;14965;1;15794
27.11.2014;23680;15418;12838;19549;11768;12870;14185;14262;14681;14823;1;15418
28.11.2014;15194;12698;11024;15194;11681;12800;14165;14205;14651;14803;1;12698
01.12.2014;14696;12220;10780;14696;11378;12456;14044;13977;14490;14722;0;14696
02.12.2014;13394;10996;10456;13394;10759;11950;13801;13524;14187;14510;0;13394
03.12.2014;11940;10490;10140;11940;10444;12001;13893;13514;14187;14550;0;11940
04.12.2014;11280;10178;9844;11280;10215;11698;13627;13276;14096;14459;0;11280
05.12.2014;10774;10155;9779;10774;10205;11635;13725;13307;14101;14514;0;10774
08.12.2014;9996;9965;9838;9996;10095;11852;13820;13351;14136;14509;0;9996
09.12.2014;9516;9496;9436;9516;9692;11639;13750;13132;14015;14440;0;9516
10.12.2014;8936;8958;9162;8936;9391;11529;13700;12991;14025;14460;0;8936
11.12.2014;8653;8776;9124;8653;9275;11549;13730;12985;14035;14490;0;8653
12.12.2014;8360;8284;8894;8360;9003;11356;13599;12833;14015;14480;0;8360
15.12.2014;8012;7868;8580;8012;8706;11205;13477;12666;13772;14419;0;8012
16.12.2014;8083;8236;8888;8083;8996;11154;13374;12682;13676;14399;0;8083
17.12.2014;7820;7820;8646;7820;8716;11093;13253;12513;13510;14409;0;7820
18.12.2014;7707;7860;8695;7707;8782;11194;13264;12573;13551;14480;0;7707
19.12.2014;7609;7851;8769;7609;8857;11217;13305;12623;13501;14538;0;7609
22.12.2014;7597;7894;8888;7597;8922;11285;13295;12648;13471;14320;0;7597
23.12.2014;7597;7984;8918;7597;8962;11335;13325;12691;13471;14450;0;7597
24.12.2014;8016;8990;10036;9014;11356;13325;17141;13522;14510;14897;0;8016
29.12.2014;7986;8970;10036;8998;11356;13345;17141;13522;14510;14897;1;8970
30.12.2014;7986;8970;10036;8998;11356;13345;17141;13522;14510;14897;1;8970
31.12.2014;7986;8970;10036;8998;11356;13345;17141;13522;14510;14897;1;8970
02.01.2015;7896;8940;9996;8944;11356;13345;17141;13522;14510;14897;0;7896
05.01.2015;6280;7444;9904;7876;10911;13023;16933;13441;14420;14867;0;6280
06.01.2015;6082;7200;9088;7456;10567;12839;16709;13108;14228;14777;0;6082
07.01.2015;5716;7034;8570;7107;10498;12699;16607;13018;14248;14777;0;5716
08.01.2015;5087;6463;8032;6527;9468;11939;15887;12664;13925;14636;0;5087
09.01.2015;5735;7485;8932;7384;9953;12153;16128;12933;14069;14758;0;5735
12.01.2015;6599;8410;9490;8166;10833;12445;16423;13156;14115;14796;0;6599
13.01.2015;7554;9610;10368;9177;11183;12798;16695;13510;14359;15048;0;7554
14.01.2015;6286;7750;8964;7666;9960;11959;15734;13056;14096;14927;0;6286
15.01.2015;6802;8654;9780;8412;10515;12404;16124;13247;14198;15028;0;6802
16.01.2015;7026;8982;10228;8745;10749;12615;16253;13338;14278;15118;0;7026
19.01.2015;6758;8952;10118;8610;10729;12706;16143;13348;14218;15108;0;6758
20.01.2015;7092;10248;10828;9389;11174;12868;16234;13418;14299;15158;0;7092
21.01.2015;7142;9926;10387;9152;10810;12419;16037;13198;14193;15068;0;7142
22.01.2015;6622;8784;9195;8201;9995;11954;15794;12856;14154;15098;0;6622
23.01.2015;6572;8308;8798;7893;9830;11829;15673;12734;14086;15128;0;6572
26.01.2015;6278;7795;8425;7499;9457;11554;15374;12623;13985;15098;0;6278
27.01.2015;6248;7529;8288;7355;9295;11294;15244;12507;13915;15028;1;7529
28.01.2015;6288;7532;8458;7426;9386;11269;15264;12618;13955;15078;1;7532
29.01.2015;6263;7434;8360;7352;9386;11314;15304;12537;13990;15083;1;7434
30.01.2015;7292;8258;8968;7775;9315;11223;15213;12502;13965;15098;1;8258
02.02.2015;7282;8238;8754;7760;9245;11143;15133;12492;13924;15077;0;7282
03.02.2015;7526;8509;9168;8017;9613;11503;15344;12659;14071;15148;0;7526
04.02.2015;7444;8644;9218;8044;9703;11618;15364;12673;14020;15108;0;7444
05.02.2015;7654;9356;9835;8505;10196;11825;15621;12714;14060;15163;0;7654
06.02.2015;7255;8534;9322;7895;9725;11552;15413;12588;14020;15143;0;7255
09.02.2015;6938;8228;9188;7583;9573;11467;15334;12563;13985;15148;0;6938
10.02.2015;7008;8208;9118;7608;9553;11467;15365;12604;13975;15148;0;7008
11.02.2015;6622;7729;8586;7175;9182;11112;15010;12180;13793;15028;0;6622
12.02.2015;6216;7267;8167;6742;8836;10795;14728;11968;13663;14978;0;6216
13.02.2015;6276;7486;8520;6881;9203;11082;15000;12201;13793;15058;0;6276
16.02.2015;6028;7237;8255;6633;8926;10723;14773;12034;13754;15028;0;6028
17.02.2015;5925;7196;8203;6560;8866;10703;14702;12070;13754;15038;0;5925
18.02.2015;5935;7130;8221;6533;8933;10723;14728;12121;13779;15053;0;5935
19.02.2015;5925;7115;8189;6520;8917;10744;14749;12121;13779;15053;0;5925
20.02.2015;5965;7277;8355;6621;9085;10891;14854;12252;13835;15103;0;5965
23.02.2015;5875;7180;8207;6528;9012;10779;14698;12222;13845;15088;0;5875
24.02.2015;5750;6794;7974;6272;8776;10598;14405;12100;13824;15017;1;6794
25.02.2015;5770;6871;8036;6321;8807;10618;14405;12155;13874;15068;1;6871
26.02.2015;5730;6734;7914;6232;8726;10516;14335;12186;13864;15078;1;6734
27.02.2015;6739;7934;8786;6739;8742;10511;14415;12161;13854;15068;1;7934
02.03.2015;6448;7599;8683;6448;8564;10405;14345;12085;13814;15027;0;6448
03.03.2015;5972;7252;8529;5972;8324;10153;14061;12010;13744;14977;0;5972
04.03.2015;5713;7115;8435;5713;8201;10002;13930;11972;13749;14977;0;5713
05.03.2015;5392;6836;8148;5392;7934;9709;13436;11888;13674;14957;0;5392
06.03.2015;5484;6998;8280;5484;8086;9790;13486;11949;13699;14972;0;5484
09.03.2015;5185;6719;7884;5185;7698;9558;13281;11858;13684;15002;0;5185
10.03.2015;4854;6246;7436;4854;7338;9073;12880;11677;13654;14972;0;4854
11.03.2015;4528;5696;7170;4528;6963;8678;12335;11404;13502;14836;0;4528
12.03.2015;4418;5698;7200;4418;6994;8820;12445;11404;13532;14866;0;4418
13.03.2015;4428;5596;7158;4428;6955;8840;12496;11424;13542;14896;0;4428
16.03.2015;4478;5768;7468;4478;7220;9224;12830;11626;13662;14997;0;4478
17.03.2015;4375;5626;7312;4375;7093;9103;12749;11717;13713;15007;0;4375
18.03.2015;4122;5514;7068;4122;6946;9002;12688;11666;13672;14897;0;4122
19.03.2015;4346;6023;7438;4346;7429;9425;13052;11989;13844;15107;0;4346
20.03.2015;4356;6126;7658;4356;7546;9528;13194;12070;13908;15187;0;4356
23.03.2015;4216;5647;7324;4216;7151;9284;12971;11838;13803;15137;0;4216
24.03.2015;4184;5586;7224;4184;7077;9234;12900;11818;13803;15137;0;4184
25.03.2015;4072;5342;6876;4072;6775;8960;12718;11676;13722;15097;1;5342
26.03.2015;4092;5514;7008;4092;6907;9123;12890;11818;13783;15127;1;5514
27.03.2015;4015;5378;6998;4015;6832;9091;12836;11747;13717;15072;1;5378
30.03.2015;4245;5130;6342;4245;6367;8789;12537;11526;13633;14967;1;5130
31.03.2015;5230;6370;7578;6393;8699;12475;8405;11454;13617;15011;1;6370
01.04.2015;4641;5708;6732;5694;8023;11840;7982;11115;13225;14860;0;4641
02.04.2015;4671;5652;6615;5646;7820;11714;7882;10978;13213;14698;0;4671
07.04.2015;4152;5066;6104;5107;7325;11092;7438;10442;12970;14486;0;4152
08.04.2015;4312;5372;6296;5327;7578;11174;7628;10532;12971;14506;0;4312
09.04.2015;4376;5626;6490;5497;7719;11244;7668;10600;12910;14414;0;4376
10.04.2015;4286;5372;6184;5281;7451;10720;7415;10370;12609;14274;0;4286
13.04.2015;4155;5200;5892;5082;7144;10487;7050;9908;12103;14041;0;4155
14.04.2015;4154;5332;6092;5192;7285;10628;7082;9942;12144;14051;0;4154
15.04.2015;4296;5434;6298;5343;7487;10749;7162;10001;12144;14041;0;4296
16.04.2015;4528;5620;6584;5577;7910;10972;7253;10148;12143;14019;0;4528
17.04.2015;4528;5609;6524;5554;7910;10961;7253;10135;12143;14019;0;4528
20.04.2015;4588;5749;6704;5680;7830;10956;7233;10098;12083;13969;0;4588
21.04.2015;4254;5210;6194;5220;7478;10628;6890;9802;11829;13616;0;4254
22.04.2015;4184;5260;6186;5210;7476;10638;6879;9775;11703;13506;0;4184
23.04.2015;4093;5090;6104;5096;7285;10314;6607;9498;11435;13244;0;4093
24.04.2015;4092;5097;6063;5084;7233;10263;6516;9377;11184;13084;1;5097
27.04.2015;4130;4926;5830;4962;7033;9911;6325;9159;11062;13013;1;4926
28.04.2015;4270;5118;6032;5140;7173;10071;6415;9335;11184;13123;1;5118
29.04.2015;4175;4854;5810;4946;6891;9820;6294;9227;11194;13103;1;4854
30.04.2015;4869;5875;6346;5372;6933;9941;6324;9300;11325;13233;1;5875
01.05.2015;4885;5870;6322;5377;6925;9941;6324;9348;11365;13233;0;4885
05.05.2015;4742;5728;6356;5235;6984;10042;6527;9585;11658;13506;0;4742
06.05.2015;4812;6073;6682;5442;7309;10548;6953;9983;11951;13738;0;4812
07.05.2015;4942;6266;6946;5604;7639;10810;7133;10230;12194;13890;0;4942
08.05.2015;5210;7040;7724;6125;8459;11528;7790;10765;12599;14225;0;5210
11.05.2015;5128;7168;7898;6148;8744;11799;7748;10911;12780;14375;0;5128
12.05.2015;5786;8235;8639;7011;9527;12550;8263;11403;13133;14506;0;5786
13.05.2015;6118;8402;8683;7260;9523;12443;7972;11255;13042;14405;0;6118
14.05.2015;5978;7852;8248;6915;9034;11998;7552;10928;12832;14255;0;5978
15.05.2015;5788;7712;7988;6750;8751;11648;7442;10840;12792;14195;0;5788
18.05.2015;5554;7228;7627;6391;8413;11497;7345;10759;12739;14154;0;5554
19.05.2015;5294;6588;7076;5941;7929;11183;7053;10520;12598;13983;0;5294
20.05.2015;5324;6570;7222;5947;8067;11376;7163;10584;12638;14043;0;5324
21.05.2015;5200;5926;6704;5563;7742;11104;7038;10521;12628;14002;0;5200
22.05.2015;5200;5798;6724;5499;7845;11204;7103;10610;12668;14012;0;5200
26.05.2015;5440;6399;7324;5919;8478;11754;7455;10885;12870;14123;1;6399
27.05.2015;5500;6540;7324;6020;8602;11925;7495;10978;12940;14153;1;6540
28.05.2015;5510;6326;7130;5918;8491;12088;7435;10969;12961;14143;1;6326
29.05.2015;6310;7240;8490;6310;8550;12265;7540;11073;13050;14220;1;7240
01.06.2015;6440;7490;8660;6440;8733;12380;7610;11125;13080;14240;0;6440
02.06.2015;6600;7680;8890;6600;8990;12820;7840;11445;13270;14390;0;6600
03.06.2015;6370;7390;8740;6370;8850;12920;7790;11483;13410;14520;0;6370
04.06.2015;6160;7210;8550;6160;8723;12830;7690;11443;13410;14550;0;6160
05.06.2015;6213;7250;8638;6213;8796;12888;7688;11453;13450;14550;0;6213
08.06.2015;5970;7050;8525;5970;8678;12900;7700;11483;13470;14570;0;5970
09.06.2015;5710;6550;8180;5710;8310;12660;7540;11325;13310;14470;0;5710
10.06.2015;5740;6680;8340;5740;8497;13090;7850;11660;13490;14660;0;5740
11.06.2015;5920;7180;8750;5920;8967;13440;8145;11946;13650;14800;0;5920
12.06.2015;6120;7630;9080;6120;9333;13980;8350;12158;13900;14970;0;6120
15.06.2015;6070;7810;9170;6070;9453;14330;8540;12368;14090;15090;0;6070
16.06.2015;6160;8160;9430;6160;9720;14650;8670;12480;14350;15180;0;6160
17.06.2015;6710;9470;9960;6710;10503;15090;8970;12753;14390;15380;0;6710
18.06.2015;6890;8990;9400;6890;9943;14560;8570;12293;14110;15210;0;6890
19.06.2015;6925;9050;9450;6925;9975;14550;8563;12344;14063;15263;0;6925
22.06.2015;6930;9500;9960;6930;10443;14670;8660;12438;14140;15290;0;6930
23.06.2015;7010;10380;10530;7010;11113;15200;9160;12845;14330;15390;0;7010
24.06.2015;7030;10580;10490;7030;11130;15100;8950;12710;14300;15360;1;10580
25.06.2015;7030;10200;10090;7030;10750;14780;8730;12485;14150;15270;1;10200
26.06.2015;7000;9860;9860;7000;10450;14720;8650;12405;14150;15250;1;9860
29.06.2015;6960;9340;9600;6960;10147;14510;8490;12323;14130;15230;1;9340
30.06.2015;8990;9420;11490;9967;14530;8550;10000;12418;14140;15250;1;9420
01.07.2015;9110;9550;11680;10113;14700;8710;10140;12570;14190;15280;0;9110
02.07.2015;9130;9790;11880;10267;15040;8830;10240;12685;14210;15340;0;9130
03.07.2015;9960;10560;12650;11057;15560;9070;10410;12871;14265;15370;0;9960
06.07.2015;9550;10210;11970;10577;14950;8770;10140;12610;14110;15280;0;9550
07.07.2015;9225;9763;11563;10183;14450;8463;9938;12369;14000;15163;0;9225
08.07.2015;8890;9020;11280;9730;13880;8110;9570;11985;13670;14940;0;8890
09.07.2015;9490;9480;11800;10257;14280;8450;9810;12263;13880;15030;0;9490
10.07.2015;9890;9910;12200;10667;14650;8600;10050;12500;14090;15140;0;9890
13.07.2015;10500;10880;12900;11427;15180;8850;10050;12608;14180;15210;0;10500
14.07.2015;11030;11810;13430;12090;15330;9110;10290;12820;14250;15260;0;11030
15.07.2015;11130;12350;13700;12393;15356;9060;10270;12788;14250;15260;0;11130
16.07.2015;11350;12590;13820;12587;15420;9010;10210;12745;14260;15310;0;11350
17.07.2015;11800;12988;13950;12912;15525;9025;10200;12810;14263;15325;0;11800
20.07.2015;12610;14170;14860;13880;16180;9210;10260;12905;14310;15380;0;12610
21.07.2015;12550;14040;14660;13750;15850;8930;10030;12628;14220;15340;0;12550
22.07.2015;12080;13320;13770;13057;15375;8710;9780;12363;14060;15220;0;12080
23.07.2015;12020;13280;13700;13000;15490;8650;9770;12325;14000;15180;0;12020
24.07.2015;12070;13530;13820;13140;15600;8720;9810;12375;14060;15200;0;12070
27.07.2015;12400;15280;15280;14320;16250;9100;10170;12698;14270;15350;1;15280
28.07.2015;12460;15665;15440;14522;16380;9090;10170;12695;14260;15340;1;15665
29.07.2015;12450;15900;15605;14652;16480;9100;10190;12705;14210;15340;1;15900
30.07.2015;12450;16110;15840;14800;16550;8990;10110;12635;14130;15300;1;16110
31.07.2015;16760;16210;16510;16485;16630;9070;10130;12688;13906;15160;1;16210
03.08.2015;18420;18115;17810;18268;17730;9360;10370;12995;14100;15180;0;18420
04.08.2015;19130;18090;17700;18610;17683;9240;10230;12843;14080;15170;0;19130
05.08.2015;18170;16340;16760;17255;16837;8860;9920;12500;13920;15110;0;18170
06.08.2015;17270;15780;16440;16525;16570;8850;9920;12488;13860;15070;0;17270
07.08.2015;17720;16120;16770;16920;16860;8910;10040;12560;13930;15090;0;17720
10.08.2015;17680;15910;16710;16795;16793;8870;10010;12555;13910;15100;0;17680
11.08.2015;15870;13920;15360;14895;15630;8540;9680;12233;13760;15000;0;15870
12.08.2015;15080;13140;15000;14110;15207;8300;9390;11955;13610;14880;0;15080
13.08.2015;14970;13070;15040;14020;15240;8340;9410;11963;13600;14870;0;14970
14.08.2015;15690;14580;16140;15135;16180;8680;9760;12318;13630;14880;0;15690
17.08.2015;15460;14270;15850;14865;15927;8590;9670;12258;13670;14920;0;15460
18.08.2015;14840;13340;15290;14090;15413;8310;9290;12000;13570;14860;0;14840
19.08.2015;14640;12790;14840;13715;15007;8200;9210;11927;13500;14830;0;14640
20.08.2015;14390;11810;13800;13100;14597;7990;8920;11658;13390;14740;0;14390
21.08.2015;14253;11313;13373;12783;14329;7850;8810;11540;13370;14720;0;14253
24.08.2015;13920;9960;11780;11940;13173;7200;8145;10813;12570;14400;0;13920
25.08.2015;13920;9810;11660;11865;13013;7200;8120;10773;12580;14400;1;9810
26.08.2015;13870;9340;11180;11605;12557;7200;8130;10730;12540;14350;1;9340
27.08.2015;13980;9790;11920;11885;13220;7600;8440;11040;12680;14430;1;9790
28.08.2015;10200;12775;15200;10200;13979;7850;8675;11235;12788;14538;1;12775
01.09.2015;11300;13725;16080;11300;14798;8155;9065;11588;12970;14640;0;11300
02.09.2015;10390;12670;14720;10390;13630;7610;8500;11055;12630;14480;0;10390
03.09.2015;9900;12230;14560;9900;13387;7580;8450;11000;12600;14390;0;9900
04.09.2015;10145;12790;15075;10145;13857;7650;8580;11143;12640;14430;0;10145
07.09.2015;10710;13730;15690;10710;14540;7940;8900;11385;12850;14520;0;10710
08.09.2015;10520;13710;15660;10520;14523;7990;8940;11428;12880;14530;0;10520
09.09.2015;9790;12890;15355;9790;14145;7680;8640;11148;12560;14440;0;9790
10.09.2015;9710;13200;15360;9710;14257;7730;8750;11203;12560;14430;0;9710
11.09.2015;9640;13550;15680;9640;14533;7860;8860;11308;12620;14450;0;9640
14.09.2015;9680;13670;15840;9680;14660;7970;9000;11430;12710;14500;0;9680
15.09.2015;9350;13110;15520;9350;14243;7910;8900;11323;12710;14490;0;9350
16.09.2015;10300;14840;16900;10300;15640;8460;9350;11845;12990;14650;0;10300
17.09.2015;11080;16060;16930;11080;16050;8450;9300;11768;12960;14630;0;11080
18.09.2015;11530;16810;17160;11530;16403;8520;9300;11790;12970;14620;0;11530
21.09.2015;11235;15120;15790;11235;15143;8040;9000;11460;12790;14520;0;11235
22.09.2015;10953;14097;15407;10953;14584;7923;8863;11310;12668;14498;0;10953
23.09.2015;10983;14933;15783;10983;15073;8063;8973;11375;12708;14558;0;10983
24.09.2015;11043;16183;16683;11043;15976;8213;9038;11482;12808;14598;1;16183
25.09.2015;11143;16513;16633;11143;15986;8163;9063;11485;12808;14538;1;16513
28.09.2015;11153;15583;15853;11153;15319;7923;8893;11285;12598;14418;1;15583
29.09.2015;11123;14523;14923;11123;14443;7503;8423;10860;12416;14294;1;14523
30.09.2015;13733;14753;13563;14016;7333;8173;11823;10600;12208;14118;1;14753
01.10.2015;14693;15453;13973;14706;7573;8393;12003;10808;12298;14198;0;14693
02.10.2015;14713;15683;13863;14753;7543;8383;12003;10801;12328;14218;0;14713
05.10.2015;14003;15253;13523;14259;7463;8203;11843;10666;12258;14178;0;14003
06.10.2015;13593;14953;13433;13993;7358;8213;11758;10581;12088;14018;0;13593
07.10.2015;13208;15063;13603;13958;7433;8243;11813;10605;12038;13898;0;13208
08.10.2015;13033;15083;13643;13919;7473;8243;11813;10635;11928;13708;0;13033
09.10.2015;12693;15003;13543;13746;7443;8183;11753;10585;11838;13538;0;12693
12.10.2015;12576;14996;13526;13699;7446;8146;11686;10541;11748;13518;0;12576
13.10.2015;11970;14330;13050;13116;7260;7940;11490;10325;11594;13424;0;11970
14.10.2015;11470;13770;12660;12633;7280;7950;11380;10310;11524;13394;0;11470
15.10.2015;10800;12940;12040;11926;7190;7940;11390;10292;11561;13361;0;10800
16.10.2015;11210;13650;12390;12416;7430;8110;11550;10457;11711;13431;0;11210
19.10.2015;11160;13580;12350;12363;7350;8090;11510;10407;11704;13414;0;11160
20.10.2015;11526;14466;12956;12982;7526;8276;11616;10548;11781;13491;0;11526
21.10.2015;11320;13800;12550;12556;7410;8080;11430;10380;11634;13434;0;11320
22.10.2015;11320;13410;12190;12306;7260;7960;11340;10272;11454;13254;0;11320
23.10.2015;11030;12755;11745;11843;7120;7900;11210;10165;11404;13164;0;11030
26.10.2015;10870;11670;11450;11330;6880;7740;11050;9952;11254;13104;0;10870
27.10.2015;10830;11800;11550;11393;6960;7770;11030;9957;11244;13074;1;11800
28.10.2015;10780;11820;11580;11393;6940;7710;10950;9892;11124;12784;1;11820
29.10.2015;10760;11310;11080;11050;6770;7580;10570;9657;10941;12621;1;11310
30.10.2015;10896;10784;6846;10840;6680;7421;10359;9489;10714;12502;1;10784
02.11.2015;9560;9640;6610;9600;6483;7150;9780;9078;10234;12204;0;9560
03.11.2015;8750;8990;6490;8870;6373;7040;9650;8930;10134;11654;0;8750
04.11.2015;8130;8980;6530;8555;6403;7040;9600;8918;10084;11394;0;8130
05.11.2015;8690;10090;6870;9390;6659;7260;9790;9127;10274;11514;0;8690
06.11.2015;8160;9650;6800;8905;6590;7120;9680;9025;10234;11464;0;8160
09.11.2015;8070;9390;6710;8730;6526;7030;9550;8924;10174;11434;0;8070
10.11.2015;7990;9320;6680;8655;6516;7010;9520;8901;10154;11414;0;7990
11.11.2015;6830;7700;6090;7265;5933;6670;8880;8296;9964;11214;0;6830
12.11.2015;6606;7210;6040;6908;5936;6580;8700;8146;9774;11114;0;6606
13.11.2015;6550;7050;6060;6800;5940;6570;8670;8090;9804;11134;0;6550
16.11.2015;6506;7026;6160;6766;6080;6780;8815;8179;9814;11104;0;6506
17.11.2015;6490;7000;6240;6745;6156;6890;8880;8251;9864;11104;0;6490
18.11.2015;6377;6717;6167;6547;6167;6867;8867;8229;9804;11114;0;6377
19.11.2015;6257;6180;5900;6218;5980;6680;8420;7892;9554;10984;0;6257
20.11.2015;6270;6210;5930;6240;6030;6740;8510;7957;9629;11064;0;6270
23.11.2015;6610;7450;6620;7030;6546;7320;9000;8431;9984;11284;0;6610
24.11.2015;6690;7410;6540;7050;6423;7030;8720;8199;9894;11224;1;7410
25.11.2015;6750;7820;6610;7285;6503;7065;8660;8202;9854;11204;1;7820
26.11.2015;6840;8330;6680;7585;6536;7030;8610;8181;9821;11141;1;8330
27.11.2015;6819;8720;6910;7769;6670;7050;8640;8235;9841;11141;1;8720
30.11.2015;8730;6685;6140;8730;6485;6930;8580;8136;9771;11091;1;6685
01.12.2015;8230;6360;5930;8230;6220;6710;8350;7907;9644;10974;0;8230
02.12.2015;6790;5860;5640;6790;5836;6490;8140;7666;9434;10924;0;6790
03.12.2015;6720;5870;5610;6720;5836;6482;8162;7671;9424;10904;0;6720
04.12.2015;6540;5780;5480;6540;5726;6400;8060;7561;9369;10894;0;6540
07.12.2015;6640;5850;5540;6640;5786;6440;8060;7574;9331;10881;0;6640
08.12.2015;7450;6230;5940;7450;6106;6590;8210;7769;9288;10908;0;7450
09.12.2015;7000;5950;5730;7000;5860;6350;7990;7537;9178;10868;0;7000
10.12.2015;6810;5780;5610;6810;5723;6232;7882;7420;9061;10751;0;6810
11.12.2015;6646;5616;5486;6646;5592;6158;7828;7334;9041;10731;0;6646
